nct_id,drug,trial_name,endpoint_rank,endpoint_position,endpoint_verbatim_sha1,arm_id,timepoint,analysis_population,study_period,denominator,value_type,reported_value,reported_unit,responders,response_rate_pct,rate_is_derived,dispersion_type,dispersion_value,ci_pct,ci_lower,ci_upper,ctgov_class_title
NCT01605136,Afamelanotide,,secondary,4,559b98f3fc1b5c5f0ca91f399dc6e49d3fbf6ff6,OG001,90d,,,10,median,-2.4,J/cm^2,,,False,full_range,,,,,Change at Day 90: lower back
NCT01605136,Afamelanotide,,secondary,4,559b98f3fc1b5c5f0ca91f399dc6e49d3fbf6ff6,OG000,120d,,,10,median,82.5,J/cm^2,,,False,full_range,,,,,Change at Day 120: lower back
NCT01605136,Afamelanotide,,secondary,4,559b98f3fc1b5c5f0ca91f399dc6e49d3fbf6ff6,OG001,120d,,,10,median,12.1,J/cm^2,,,False,full_range,,,,,Change at Day 120: lower back
NCT01605136,Afamelanotide,,secondary,5,1b2586342e59253ecf9539d1c83ba16ba7964ab5,OG000,,,,46,median,4.0,score on a scale,,,False,full_range,,,,,
NCT01605136,Afamelanotide,,secondary,5,1b2586342e59253ecf9539d1c83ba16ba7964ab5,OG001,,,,43,median,5.0,score on a scale,,,False,full_range,,,,,
NCT01605136,Afamelanotide,,secondary,6,fbaf03d969322f36bb11312261808037c08101f5,OG000,,,,46,median,4.0,episodes,,,False,full_range,,,,,
NCT01605136,Afamelanotide,,secondary,6,fbaf03d969322f36bb11312261808037c08101f5,OG001,,,,43,median,6.0,episodes,,,False,full_range,,,,,
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG000,,full_analysis_set,,60,number,71.7,Percentages of participants,,71.7,False,,,,,,PASI 75
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG001,,full_analysis_set,,60,number,86.7,Percentages of participants,,86.7,False,,,,,,PASI 75
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG002#full_analysis_set,,full_analysis_set,,61,number,3.3,Percentages of participants,,3.3,False,,,,,,PASI 75
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG000,,full_analysis_set,,60,number,53.3,Percentages of participants,,53.3,False,,,,,,IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG001,,full_analysis_set,,60,number,73.3,Percentages of participants,,73.3,False,,,,,,IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,primary,1,c0d6239a2ffbe58e0c4ab1741b5b62213c097c7c,OG002#full_analysis_set,,full_analysis_set,,61,number,0.0,Percentages of participants,,0.0,False,,,,,,IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,secondary,1,3fd43917045109d5a00f55c33b33c94fabb84577,OG000,1w,,,61,number,100.0,Percentages of participants,,100.0,False,,,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,1,3fd43917045109d5a00f55c33b33c94fabb84577,OG001,1w,,,60,number,100.0,Percentages of participants,,100.0,False,,,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,1,3fd43917045109d5a00f55c33b33c94fabb84577,OG002#full_analysis_set,1w,,,60,number,100.0,Percentages of participants,,100.0,False,,,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in a critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in a critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in a critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in non-critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in non-critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Needle stick in non-critical area
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Any part of the device swallowed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Any part of the device swallowed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Any part of the device swallowed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Allergic reaction to devise material
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Allergic reaction to devise material
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Allergic reaction to devise material
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Pain due to bent needle
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Pain due to bent needle
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Pain due to bent needle
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Any breakage of the device
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Any breakage of the device
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Any breakage of the device
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Swallowing of material debris observed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,0.0,Percentages of participants,,0.0,False,,,,,,Swallowing of material debris observed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Swallowing of material debris observed
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Any other problem
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,5.1,Percentages of participants,,5.1,False,,,,,,Any other problem
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Any other problem
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG000,,,,59,number,0.0,Percentages of participants,,0.0,False,,,,,,Less than full dose administered
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG001,,,,58,number,1.7,Percentages of participants,,1.7,False,,,,,,Less than full dose administered
NCT01636687,Secukinumab,JUNCTURE,secondary,2,0b79b3f4322cfb277ad12cce8d0bfeb473d1fb4e,OG002#full_analysis_set,,,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,Less than full dose administered
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG000,12w,,,61,mean,0.94,Score,,,False,standard_deviation,2.19,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG001,12w,,,60,mean,1.13,Score,,,False,standard_deviation,1.796,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG002#full_analysis_set,12w,,,61,mean,0.93,Score,,,False,standard_deviation,1.887,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG000,12w,,,61,mean,1.76,Score,,,False,standard_deviation,1.763,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG001,12w,,,60,mean,1.68,Score,,,False,standard_deviation,1.901,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG002#full_analysis_set,12w,,,61,mean,1.0,Score,,,False,standard_deviation,2.098,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG000,12w,,,61,mean,2.74,Score,,,False,standard_deviation,2.741,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG001,12w,,,60,mean,2.63,Score,,,False,standard_deviation,2.361,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,3,31c46ccd7017d234b05c603b358ebbf2b77d9734,OG002#full_analysis_set,12w,,,61,mean,1.71,Score,,,False,standard_deviation,2.679,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG000,48w,,,58,mean,0.92,Score,,,False,standard_deviation,1.853,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG001,48w,,,60,mean,1.34,Score,,,False,standard_deviation,2.336,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG002#2,48w,,,28,mean,1.43,Score,,,False,standard_deviation,2.049,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG003#full_analysis_set,48w,,,28,mean,0.73,Score,,,False,standard_deviation,1.45,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG004,48w,,,3,mean,0.42,Score,,,False,standard_deviation,1.768,,,,Feelings about injections
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG000,48w,,,58,mean,1.88,Score,,,False,standard_deviation,1.926,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG001,48w,,,60,mean,1.86,Score,,,False,standard_deviation,2.052,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG002#2,48w,,,28,mean,1.17,Score,,,False,standard_deviation,3.033,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG003#full_analysis_set,48w,,,28,mean,1.7,Score,,,False,standard_deviation,2.145,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG004,48w,,,3,mean,0.0,Score,,,False,standard_deviation,3.536,,,,Self confidence
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG000,48w,,,58,mean,2.93,Score,,,False,standard_deviation,2.853,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG001,48w,,,60,mean,2.5,Score,,,False,standard_deviation,2.121,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG002#2,48w,,,28,mean,2.29,Score,,,False,standard_deviation,2.65,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG003#full_analysis_set,48w,,,28,mean,1.98,Score,,,False,standard_deviation,2.853,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,4,372ffe0ef3d700c8c24e948c15273c5ddf9bb00f,OG004,48w,,,3,mean,2.5,Score,,,False,standard_deviation,0.0,,,,Satisfaction with self-injection
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG000,,full_analysis_set,,61,number,78.3,Percentages of participants,,78.3,False,,,,,,PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG001,,full_analysis_set,,60,number,96.7,Percentages of participants,,96.7,False,,,,,,PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG002#full_analysis_set,,full_analysis_set,,61,number,8.2,Percentages of participants,,8.2,False,,,,,,PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG000,,full_analysis_set,,61,number,40.0,Percentages of participants,,40.0,False,,,,,,PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG001,,full_analysis_set,,60,number,55.0,Percentages of participants,,55.0,False,,,,,,PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG002#full_analysis_set,,full_analysis_set,,61,number,0.0,Percentages of participants,,0.0,False,,,,,,PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG000,,full_analysis_set,,61,number,16.7,Percentages of participants,,16.7,False,,,,,,PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG001,,full_analysis_set,,60,number,26.7,Percentages of participants,,26.7,False,,,,,,PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,5,ef0ecd51966a90e4324addda59eb5c8549986ffc,OG002#full_analysis_set,,full_analysis_set,,61,number,0.0,Percentages of participants,,0.0,False,,,,,,PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG000,52w,full_analysis_set,,61,number,64.7,Percentages of participants,,64.7,False,,,,,,Week 52 IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG001,52w,full_analysis_set,,60,number,70.7,Percentages of participants,,70.7,False,,,,,,Week 52 IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG002#2,52w,full_analysis_set,,28,number,56.0,Percentages of participants,,56.0,False,,,,,,Week 52 IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG003#full_analysis_set,52w,full_analysis_set,,28,number,85.7,Percentages of participants,,85.7,False,,,,,,Week 52 IGA 0/1
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG000,52w,full_analysis_set,,61,number,82.4,Percentages of participants,,82.4,False,,,,,,Week 52 PASI 75
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG001,52w,full_analysis_set,,60,number,82.8,Percentages of participants,,82.8,False,,,,,,Week 52 PASI 75
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG002#2,52w,full_analysis_set,,28,number,76.0,Percentages of participants,,76.0,False,,,,,,Week 52 PASI 75
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG003#full_analysis_set,52w,full_analysis_set,,28,number,96.4,Percentages of participants,,96.4,False,,,,,,Week 52 PASI 75
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG000,52w,full_analysis_set,,61,number,96.1,Percentages of participants,,96.1,False,,,,,,Week 52 PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG001,52w,full_analysis_set,,60,number,94.8,Percentages of participants,,94.8,False,,,,,,Week 52 PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG002#2,52w,full_analysis_set,,28,number,88.0,Percentages of participants,,88.0,False,,,,,,Week 52 PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG003#full_analysis_set,52w,full_analysis_set,,28,number,100.0,Percentages of participants,,100.0,False,,,,,,Week 52 PASI 50
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG000,52w,full_analysis_set,,61,number,62.7,Percentages of participants,,62.7,False,,,,,,Week 52 PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG001,52w,full_analysis_set,,60,number,65.5,Percentages of participants,,65.5,False,,,,,,Week 52 PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG002#2,52w,full_analysis_set,,28,number,52.0,Percentages of participants,,52.0,False,,,,,,Week 52 PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG003#full_analysis_set,52w,full_analysis_set,,28,number,89.3,Percentages of participants,,89.3,False,,,,,,Week 52 PASI 90
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG000,52w,full_analysis_set,,61,number,35.3,Percentages of participants,,35.3,False,,,,,,Week 52 PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG001,52w,full_analysis_set,,60,number,39.7,Percentages of participants,,39.7,False,,,,,,Week 52 PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG002#2,52w,full_analysis_set,,28,number,40.0,Percentages of participants,,40.0,False,,,,,,Week 52 PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,6,c1217ae15968306d5cd23fc32dd80f1a5e844c02,OG003#full_analysis_set,52w,full_analysis_set,,28,number,64.3,Percentages of participants,,64.3,False,,,,,,Week 52 PASI 100
NCT01636687,Secukinumab,JUNCTURE,secondary,7,caeb91585c0fe72c0eec42c483ea23859e5a6b68,OG000,,full_analysis_set,,61,mean,-15.52,Units on a scale,,,False,standard_deviation,7.841,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,7,caeb91585c0fe72c0eec42c483ea23859e5a6b68,OG001,,full_analysis_set,,60,mean,-16.67,Units on a scale,,,False,standard_deviation,6.552,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,7,caeb91585c0fe72c0eec42c483ea23859e5a6b68,OG002#full_analysis_set,,full_analysis_set,,61,mean,-1.26,Units on a scale,,,False,standard_deviation,6.621,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,8,e764bfc84c5f98c8a56ac44a826d415b473e2e1e,OG000,,full_analysis_set,,61,mean,-18.3,Units on a scale,,,False,standard_deviation,6.75,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,8,e764bfc84c5f98c8a56ac44a826d415b473e2e1e,OG001,,full_analysis_set,,60,mean,-16.4,Units on a scale,,,False,standard_deviation,5.99,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,8,e764bfc84c5f98c8a56ac44a826d415b473e2e1e,OG002#2,,full_analysis_set,,28,mean,-15.2,Units on a scale,,,False,standard_deviation,5.85,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,8,e764bfc84c5f98c8a56ac44a826d415b473e2e1e,OG003#2,,full_analysis_set,,28,mean,-18.8,Units on a scale,,,False,standard_deviation,5.59,,,,
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG000,,full_analysis_set,,61,number,18.3,Percentages of participants,,18.3,False,,,,,,clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG001,,full_analysis_set,,60,number,30.0,Percentages of participants,,30.0,False,,,,,,clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG002#full_analysis_set,,full_analysis_set,,61,number,0.0,Percentages of participants,,0.0,False,,,,,,clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG000,,full_analysis_set,,61,number,35.0,Percentages of participants,,35.0,False,,,,,,almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG001,,full_analysis_set,,60,number,45.0,Percentages of participants,,45.0,False,,,,,,almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG002#full_analysis_set,,full_analysis_set,,61,number,0.0,Percentages of participants,,0.0,False,,,,,,almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG000,,full_analysis_set,,61,number,25.0,Percentages of participants,,25.0,False,,,,,,mild
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG001,,full_analysis_set,,60,number,18.3,Percentages of participants,,18.3,False,,,,,,mild
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG002#full_analysis_set,,full_analysis_set,,61,number,8.2,Percentages of participants,,8.2,False,,,,,,mild
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG000,,full_analysis_set,,61,number,15.0,Percentages of participants,,15.0,False,,,,,,moderate
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG001,,full_analysis_set,,60,number,6.7,Percentages of participants,,6.7,False,,,,,,moderate
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG002#full_analysis_set,,full_analysis_set,,61,number,60.7,Percentages of participants,,60.7,False,,,,,,moderate
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG000,,full_analysis_set,,61,number,6.7,Percentages of participants,,6.7,False,,,,,,severe
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG001,,full_analysis_set,,60,number,0.0,Percentages of participants,,0.0,False,,,,,,severe
NCT01636687,Secukinumab,JUNCTURE,secondary,9,78208f8c48809a5aa6d0ab0d0bda79eb51e03fc9,OG002#full_analysis_set,,full_analysis_set,,61,number,31.1,Percentages of participants,,31.1,False,,,,,,severe
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG000,,full_analysis_set,,61,number,35.3,Percentages of participants,,35.3,False,,,,,,Clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG001,,full_analysis_set,,60,number,39.7,Percentages of participants,,39.7,False,,,,,,Clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG002#2,,full_analysis_set,,28,number,40.0,Percentages of participants,,40.0,False,,,,,,Clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG003#2,,full_analysis_set,,28,number,64.3,Percentages of participants,,64.3,False,,,,,,Clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG000,,full_analysis_set,,61,number,29.4,Percentages of participants,,29.4,False,,,,,,Almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG001,,full_analysis_set,,60,number,31.0,Percentages of participants,,31.0,False,,,,,,Almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG002#2,,full_analysis_set,,28,number,16.0,Percentages of participants,,16.0,False,,,,,,Almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG003#2,,full_analysis_set,,28,number,21.4,Percentages of participants,,21.4,False,,,,,,Almost clear
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG000,,full_analysis_set,,61,number,19.6,Percentages of participants,,19.6,False,,,,,,Mild
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG001,,full_analysis_set,,60,number,19.0,Percentages of participants,,19.0,False,,,,,,Mild
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG002#2,,full_analysis_set,,28,number,24.0,Percentages of participants,,24.0,False,,,,,,Mild
NCT01636687,Secukinumab,JUNCTURE,secondary,10,8397365d7a10b86f97fcbae67714a674fe760bed,OG003#2,,full_analysis_set,,28,number,10.7,Percentages of participants,,10.7,False,,,,,,Mild
