nct_id,drug,trial_name,endpoint_rank,endpoint_position,endpoint_verbatim_sha1,arm_id,timepoint,analysis_population,study_period,denominator,value_type,reported_value,reported_unit,responders,response_rate_pct,rate_is_derived,dispersion_type,dispersion_value,ci_pct,ci_lower,ci_upper,ctgov_class_title
NCT00267969,Ustekinumab,PHOENIX1,primary,1,e69e19ca7e53d6b2fa4abf513b252061a7866603,OG000#full_analysis_set,12w,full_analysis_set,,255,count_of_participants,8.0,Participants,8,3.1,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,primary,1,e69e19ca7e53d6b2fa4abf513b252061a7866603,OG001#full_analysis_set,12w,full_analysis_set,,255,count_of_participants,171.0,Participants,171,67.1,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,primary,1,e69e19ca7e53d6b2fa4abf513b252061a7866603,OG002#full_analysis_set,12w,full_analysis_set,,256,count_of_participants,170.0,Participants,170,66.4,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,1,7fc2916aa8ae0520e6be8910be43516eebfe0d15,OG000#full_analysis_set,12w,full_analysis_set,,255,count_of_participants,10.0,participants,10,3.9,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,1,7fc2916aa8ae0520e6be8910be43516eebfe0d15,OG001#full_analysis_set,12w,full_analysis_set,,255,count_of_participants,151.0,participants,151,59.2,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,1,7fc2916aa8ae0520e6be8910be43516eebfe0d15,OG002#full_analysis_set,12w,full_analysis_set,,256,count_of_participants,156.0,participants,156,60.9,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,2,31f5eb6c168fe0bcf3d0667a76bddacd81273cb7,OG000#full_analysis_set,12w,,,252,median,0.0,Scores on a scale,,,False,inter_quartile_range,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,2,31f5eb6c168fe0bcf3d0667a76bddacd81273cb7,OG001#full_analysis_set,12w,,,254,median,-6.0,Scores on a scale,,,False,inter_quartile_range,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,2,31f5eb6c168fe0bcf3d0667a76bddacd81273cb7,OG002#full_analysis_set,12w,,,249,median,-7.0,Scores on a scale,,,False,inter_quartile_range,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG000#2,52w,,,73,count_of_participants,47.0,participants,47,64.4,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG001#2,52w,,,77,count_of_participants,67.0,participants,67,87.0,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG002#2,52w,,,86,count_of_participants,53.0,participants,53,61.6,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG003,52w,,,85,count_of_participants,77.0,participants,77,90.6,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG004,52w,,,159,count_of_participants,100.0,participants,100,62.9,True,,,,,,
NCT00267969,Ustekinumab,PHOENIX1,secondary,3,2bc6f2c8b840b322c099309737e68ad43bd2bac0,OG005,52w,,,162,count_of_participants,144.0,participants,144,88.9,True,,,,,,
NCT00307437,Ustekinumab,,primary,1,8f0d24f34589e257bb26a9906a3bc4d9d679c9b0,OG000#full_analysis_set,12w,full_analysis_set,,410,count_of_participants,15.0,Participants,15,3.7,True,,,,,,
NCT00307437,Ustekinumab,,primary,1,8f0d24f34589e257bb26a9906a3bc4d9d679c9b0,OG001#full_analysis_set,12w,full_analysis_set,,409,count_of_participants,273.0,Participants,273,66.7,True,,,,,,
NCT00307437,Ustekinumab,,primary,1,8f0d24f34589e257bb26a9906a3bc4d9d679c9b0,OG002#full_analysis_set,12w,full_analysis_set,,411,count_of_participants,311.0,Participants,311,75.7,True,,,,,,
NCT00307437,Ustekinumab,,secondary,1,039c3b912af434418ba7c1bee8b8ec324219edf9,OG000#full_analysis_set,12w,full_analysis_set,,410,count_of_participants,18.0,Participants,18,4.4,True,,,,,,
NCT00307437,Ustekinumab,,secondary,1,039c3b912af434418ba7c1bee8b8ec324219edf9,OG001#full_analysis_set,12w,full_analysis_set,,409,count_of_participants,277.0,Participants,277,67.7,True,,,,,,
NCT00307437,Ustekinumab,,secondary,1,039c3b912af434418ba7c1bee8b8ec324219edf9,OG002#full_analysis_set,12w,full_analysis_set,,411,count_of_participants,300.0,Participants,300,73.0,True,,,,,,
NCT00307437,Ustekinumab,,secondary,2,c12371955872caab66c6fedee2e102c1430b1c33,OG000#full_analysis_set,12w,,,400,median,-0.5,Units on a scale,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,2,c12371955872caab66c6fedee2e102c1430b1c33,OG001#full_analysis_set,12w,,,401,median,-8.0,Units on a scale,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,2,c12371955872caab66c6fedee2e102c1430b1c33,OG002#full_analysis_set,12w,,,402,median,-9.0,Units on a scale,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG000#2,40w,,,45,median,0.0,Participants,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG001#2,40w,,,48,median,1.0,Participants,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG002#2,40w,,,32,median,3.0,Participants,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG003,40w,,,33,median,1.0,Participants,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG004,40w,,,77,median,2.0,Participants,,,False,inter_quartile_range,,,,,
NCT00307437,Ustekinumab,,secondary,3,81d87574213d86810e76eacf0a672dd71fc7bef0,OG005,40w,,,81,median,1.0,Participants,,,False,inter_quartile_range,,,,,
NCT00979745,Afamelanotide,,primary,1,be924d4c0226c627e3cbbaa88587ffe259fa55a6,OG000,270d,,,38,median,6.0,Hours,,,False,full_range,,,,,
NCT00979745,Afamelanotide,,primary,1,be924d4c0226c627e3cbbaa88587ffe259fa55a6,OG001,270d,,,36,median,0.75,Hours,,,False,full_range,,,,,
NCT01194219,Apremilast,ESTEEM 1,primary,1,5b3323acaf3435b40d5b4010e91ff15730406338,OG000#per_protocol,16w,per_protocol,,562,number,33.1,percentage of participants,,33.1,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,primary,1,5b3323acaf3435b40d5b4010e91ff15730406338,OG001#per_protocol,16w,per_protocol,,282,number,5.3,percentage of participants,,5.3,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,1,b5f2045ab00d70a0a55bb92bc856a4ab8d6de1b1,OG000#2,,per_protocol,,562,number,21.7,percentage of participants,,21.7,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,1,b5f2045ab00d70a0a55bb92bc856a4ab8d6de1b1,OG001#2,,per_protocol,,282,number,3.9,percentage of participants,,3.9,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,2,f8f45699f345d6b31ebdb58ebae2d99e107b6264,OG000#2,16w,per_protocol,,559,least_squares_mean,-47.77,percent change,,,False,standard_error,1.634,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,2,f8f45699f345d6b31ebdb58ebae2d99e107b6264,OG001#2,16w,per_protocol,,278,least_squares_mean,-6.99,percent change,,,False,standard_error,2.317,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,3,c3659864f456e4ef635fe2fd01d033d477639168,OG000#per_protocol,16w,per_protocol,,559,least_squares_mean,-52.1,percent change,,,False,standard_error,1.37,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,3,c3659864f456e4ef635fe2fd01d033d477639168,OG001#2,16w,per_protocol,,278,least_squares_mean,-16.8,percent change,,,False,standard_error,1.94,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,4,c1926447f32d141457dfa9f35383bdb54ad1916d,OG000#per_protocol,16w,per_protocol,,562,number,58.7,Percentage of Participants,,58.7,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,4,c1926447f32d141457dfa9f35383bdb54ad1916d,OG001#2,16w,per_protocol,,282,number,17.0,Percentage of Participants,,17.0,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,5,1ff10a640ff07e44ebb2c741a6d219c8ef763fd2,OG000#2,16w,per_protocol,,559,least_squares_mean,-31.5,units on a scale,,,False,standard_error,1.3,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,5,1ff10a640ff07e44ebb2c741a6d219c8ef763fd2,OG001#2,16w,per_protocol,,277,least_squares_mean,-7.3,units on a scale,,,False,standard_error,1.85,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,6,313728535c9dce81e9e0a6c6745ddf6c36fcf607,OG000#2,16w,per_protocol,,556,least_squares_mean,-6.6,units on a scale,,,False,standard_error,0.27,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,6,313728535c9dce81e9e0a6c6745ddf6c36fcf607,OG001#2,16w,per_protocol,,274,least_squares_mean,-2.1,units on a scale,,,False,standard_error,0.38,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,7,edbede0c0d259e5f4a8c8656392124aa33260e59,OG000#2,16w,per_protocol,,556,least_squares_mean,2.28,units on a scale,,,False,standard_error,0.371,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,7,edbede0c0d259e5f4a8c8656392124aa33260e59,OG001#2,16w,per_protocol,,273,least_squares_mean,-0.81,units on a scale,,,False,standard_error,0.529,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,8,ea02b3ff7bf259279f25fa5440ee72f792168cca,OG000#2,16w,per_protocol,,562,number,20.3,percentage of participants,,20.3,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,8,ea02b3ff7bf259279f25fa5440ee72f792168cca,OG001#2,16w,per_protocol,,282,number,3.5,percentage of participants,,3.5,False,,,,,,
NCT01194219,Apremilast,ESTEEM 1,secondary,9,24ab3a2b494679a850aa45a7ee487552a5d38535,OG000#3,32w,,,77,median,17.7,Weeks,,,False,confidence_interval,,95.0,13.0,,
NCT01194219,Apremilast,ESTEEM 1,secondary,9,24ab3a2b494679a850aa45a7ee487552a5d38535,OG001#3,32w,,,77,median,5.1,Weeks,,,False,confidence_interval,,95.0,4.1,8.1,
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,388.0,participants,388,69.3,True,,,,,,Any TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,157.0,participants,157,55.7,True,,,,,,Any TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,224.0,participants,224,40.0,True,,,,,,Any Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,58.0,participants,58,20.6,True,,,,,,Any Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,20.0,participants,20,3.6,True,,,,,,Any Severe TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,9.0,participants,9,3.2,True,,,,,,Any Severe TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,12.0,participants,12,2.1,True,,,,,,Any Serious TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,8.0,participants,8,2.8,True,,,,,,Any Serious TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,4.0,participants,4,0.7,True,,,,,,Any Serious Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,0.0,participants,0,0.0,True,,,,,,Any Serious Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,37.0,participants,37,6.6,True,,,,,,Any TEAE leading to Drug Interruption
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,13.0,participants,13,4.6,True,,,,,,Any TEAE leading to Drug Interruption
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,29.0,participants,29,5.2,True,,,,,,Any TEAE leading to drug withdrawal
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,9.0,participants,9,3.2,True,,,,,,Any TEAE leading to drug withdrawal
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG000#2,,,,560,count_of_participants,1.0,participants,1,0.2,True,,,,,,Any TEAE Leading to Death
NCT01194219,Apremilast,ESTEEM 1,secondary,10,7647c7a09cc1ad1f6f90f42019ec2a0763979915,OG001#2,,,,282,count_of_participants,1.0,participants,1,0.4,True,,,,,,Any TEAE Leading to Death
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,675.0,participants,675,84.0,True,,,,,,Any At TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,372.0,participants,372,46.3,True,,,,,,Any Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,78.0,participants,78,9.7,True,,,,,,Any Severe TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,74.0,participants,74,9.2,True,,,,,,Any Serious TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,12.0,participants,12,1.5,True,,,,,,Any Serious Drug-Related TEAE
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,107.0,participants,107,13.3,True,,,,,,Any TEAE Leading to Drug Interruption
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,98.0,participants,98,12.2,True,,,,,,Any TEAE Leading to Drug withdrawal
NCT01194219,Apremilast,ESTEEM 1,secondary,11,7e815b525b726299a594524025552a990d046899,OG000#2,,,,804,count_of_participants,3.0,participants,3,0.4,True,,,,,,Any TEAE Leading to Death
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG000#4,,,,282,count_of_participants,7.0,participants,7,2.5,True,,,,,,Participants with any psoriasis flare [1]
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG001#4,,,,560,count_of_participants,6.0,participants,6,1.1,True,,,,,,Participants with any psoriasis flare [1]
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG000#4,,,,282,count_of_participants,1.0,participants,1,0.4,True,,,,,,Participants with any psoriasis rebound [2]
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG001#4,,,,560,count_of_participants,1.0,participants,1,0.2,True,,,,,,Participants with any psoriasis rebound [2]
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG000#4,,,,282,count_of_participants,3.0,participants,3,1.1,True,,,,,,PASI ≥ 125% of Baseline score after last dose [3]
NCT01194219,Apremilast,ESTEEM 1,secondary,12,ad0df9fffa490c530f3ce546b455224c59cde67f,OG001#4,,,,560,count_of_participants,3.0,participants,3,0.5,True,,,,,,PASI ≥ 125% of Baseline score after last dose [3]
NCT01194219,Apremilast,ESTEEM 1,secondary,13,7c1777179ced76d93514aaba7f9d4375e5fa0307,OG000#2,,,,804,count_of_participants,35.0,participants,35,4.4,True,,,,,,Participants with any psoriasis flare [1]
NCT01194219,Apremilast,ESTEEM 1,secondary,13,7c1777179ced76d93514aaba7f9d4375e5fa0307,OG000#2,,,,804,count_of_participants,12.0,participants,12,1.5,True,,,,,,Participants with any psoriasis rebound [2]
NCT01194219,Apremilast,ESTEEM 1,secondary,13,7c1777179ced76d93514aaba7f9d4375e5fa0307,OG000#2,,,,804,count_of_participants,26.0,participants,26,3.2,True,,,,,,PASI ≥ 125% of Baseline score after last dose [3]
NCT01232283,Apremilast,ESTEEM 2,primary,1,008ec4c24cf411e20e1ece7542a4e21232a94a74,OG000#per_protocol,16w,per_protocol,,274,number,28.8,percentage of participants,,28.8,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,primary,1,008ec4c24cf411e20e1ece7542a4e21232a94a74,OG001#per_protocol,16w,per_protocol,,137,number,5.8,percentage of participants,,5.8,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,1,d2d01d8efc3d3a1e49d95ad8e2f900ef50f7bd3d,OG000#per_protocol,,per_protocol,,274,number,20.4,percentage of participants,,20.4,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,1,d2d01d8efc3d3a1e49d95ad8e2f900ef50f7bd3d,OG001#per_protocol,,per_protocol,,137,number,4.4,percentage of participants,,4.4,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,2,35192f21966ac353c41afb067a31e1514c973107,OG000#per_protocol,16w,per_protocol,,269,least_squares_mean,-48.4,percent change,,,False,standard_error,2.636,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,2,35192f21966ac353c41afb067a31e1514c973107,OG001#per_protocol,16w,per_protocol,,136,least_squares_mean,-6.25,percent change,,,False,standard_error,3.71,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,3,c3659864f456e4ef635fe2fd01d033d477639168,OG000#per_protocol,16w,per_protocol,,269,least_squares_mean,-50.8,percent change,,,False,standard_error,2.23,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,3,c3659864f456e4ef635fe2fd01d033d477639168,OG001#per_protocol,16w,per_protocol,,136,least_squares_mean,-16.0,percent change,,,False,standard_error,3.15,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,4,c1926447f32d141457dfa9f35383bdb54ad1916d,OG000#per_protocol,16w,per_protocol,,274,number,55.5,Percentage of Participants,,55.5,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,4,c1926447f32d141457dfa9f35383bdb54ad1916d,OG001#per_protocol,16w,per_protocol,,137,number,19.7,Percentage of Participants,,19.7,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,5,1ff10a640ff07e44ebb2c741a6d219c8ef763fd2,OG000#per_protocol,16w,per_protocol,,268,least_squares_mean,-33.5,units on a scale,,,False,standard_error,2.08,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,5,1ff10a640ff07e44ebb2c741a6d219c8ef763fd2,OG001#per_protocol,16w,per_protocol,,133,least_squares_mean,-12.2,units on a scale,,,False,standard_error,2.95,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,6,53b08183cd81b6b6ff8dd7e347a32b3eb448cd9c,OG000#per_protocol,16w,per_protocol,,267,least_squares_mean,-6.7,units on a scale,,,False,standard_error,0.37,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,6,53b08183cd81b6b6ff8dd7e347a32b3eb448cd9c,OG001#per_protocol,16w,per_protocol,,131,least_squares_mean,-2.7,units on a scale,,,False,standard_error,0.53,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,7,edbede0c0d259e5f4a8c8656392124aa33260e59,OG000#per_protocol,16w,per_protocol,,267,least_squares_mean,2.6,units on a scale,,,False,standard_error,0.563,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,7,edbede0c0d259e5f4a8c8656392124aa33260e59,OG001#per_protocol,16w,per_protocol,,131,least_squares_mean,-0.03,units on a scale,,,False,standard_error,0.804,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,8,ea02b3ff7bf259279f25fa5440ee72f792168cca,OG000#per_protocol,16w,per_protocol,,274,number,18.6,percentage of participants,,18.6,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,8,ea02b3ff7bf259279f25fa5440ee72f792168cca,OG001#per_protocol,16w,per_protocol,,137,number,4.4,percentage of participants,,4.4,False,,,,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,9,e5969d21b82260f0ecfa34de93862c9654591678,OG000#2,32w,,,62,median,12.4,Weeks,,,False,confidence_interval,,95.0,8.3,20.1,
NCT01232283,Apremilast,ESTEEM 2,secondary,9,e5969d21b82260f0ecfa34de93862c9654591678,OG001#2,32w,,,61,median,21.9,Weeks,,,False,confidence_interval,,95.0,,,
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,185.0,participants,185,68.0,True,,,,,,Any TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,82.0,participants,82,60.3,True,,,,,,Any TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,106.0,participants,106,39.0,True,,,,,,Any drug related TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,29.0,participants,29,21.3,True,,,,,,Any drug related TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,12.0,participants,12,4.4,True,,,,,,Any Severe TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,6.0,participants,6,4.4,True,,,,,,Any Severe TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,5.0,participants,5,1.8,True,,,,,,Any Serious TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,3.0,participants,3,2.2,True,,,,,,Any Serious TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,16.0,participants,16,5.9,True,,,,,,Any TEAE leading to drug interruption
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,4.0,participants,4,2.9,True,,,,,,Any TEAE leading to drug interruption
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG000#per_protocol,,,,272,count_of_participants,15.0,participants,15,5.5,True,,,,,,Any TEAE leading to drug withdrawal
NCT01232283,Apremilast,ESTEEM 2,secondary,10,290c2203863dc988c4d834220e301111b2913273,OG001#per_protocol,,,,136,count_of_participants,7.0,participants,7,5.1,True,,,,,,Any TEAE leading to drug withdrawal
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG000#per_protocol,,,,272,count_of_participants,3.0,participants,3,1.1,True,,,,,,Participants with any psoriasis flare
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG001#per_protocol,,,,136,count_of_participants,7.0,participants,7,5.1,True,,,,,,Participants with any psoriasis flare
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG000#per_protocol,,,,272,count_of_participants,1.0,participants,1,0.4,True,,,,,,Participants with any psoriasis rebound
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG001#per_protocol,,,,136,count_of_participants,0.0,participants,0,0.0,True,,,,,,Participants with any psoriasis rebound
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG000#per_protocol,,,,272,count_of_participants,1.0,participants,1,0.4,True,,,,,,PASI ≥ 125% of Baseline score after last dose
NCT01232283,Apremilast,ESTEEM 2,secondary,11,e19a4ff116dadd4b18bee5da081f792c791fcc1b,OG001#per_protocol,,,,136,count_of_participants,2.0,participants,2,1.5,True,,,,,,PASI ≥ 125% of Baseline score after last dose
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,316.0,participants,316,83.2,True,,,,,,Any TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,165.0,participants,165,43.4,True,,,,,,Any Drug-Related TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,58.0,participants,58,15.3,True,,,,,,Any Severe TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,44.0,participants,44,11.6,True,,,,,,Any Serious TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,8.0,participants,8,2.1,True,,,,,,Any Serious Drug-Related TEAE
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,56.0,participants,56,14.7,True,,,,,,Any TEAE Leading to Drug Interruption
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,45.0,participants,45,11.8,True,,,,,,Any TEAE Leading to Drug Withdrawal
NCT01232283,Apremilast,ESTEEM 2,secondary,12,7e815b525b726299a594524025552a990d046899,OG000#per_protocol,,,,380,count_of_participants,1.0,participants,1,0.3,True,,,,,,Any TEAE Leading to Death
NCT01232283,Apremilast,ESTEEM 2,secondary,13,3370884e3a2328b6385460081a9efcf09f6e8b33,OG000#per_protocol,,,,272,count_of_participants,25.0,participants,25,9.2,True,,,,,,Participants with any psoriasis flare
