nct_id_file,nct_id,identity.trial_name,identity.official_title,identity.sponsor,identity.phase,molecule.drug,molecule.intervention_names,molecule.intervention_type,molecule.mechanism_of_action,molecule.dosing_regimen,population.condition,population.min_age,population.max_age,population.sex,population.enrollment_count,population.severity_definition,design.study_type,design.allocation,design.intervention_model,design.masking,design.number_of_arms,design.background_therapy_rule,endpoints.primary_endpoint_measure,endpoints.secondary_endpoint_measures,endpoints.endpoint_hierarchy_multiplicity,timing_ops.start_date,timing_ops.primary_completion_date,timing_ops.completion_date,timing_ops.visit_schedule,timing_ops.rescue_therapy_rules,adverse_events.serious_adverse_event_rate,adverse_events.death_rate,adverse_events.most_common_adverse_events,adverse_events.discontinuation_due_to_ae_rate,adverse_events.boxed_warning
NCT01264939,NCT01264939,,"A Phase III, Multicenter, Randomized, Double-blind, Placebo-controlled Safety Study of Xolair (Omalizumab) in Patients With Chronic Idiopathic Urticaria (CIU) Who Remain Symptomatic Despite Treatment With H1 Antihistamines, H2 Blockers, and/or Leukotriene Receptor Antagonists","Genentech, Inc.","[""PHASE3""]",Omalizumab,"[""Omalizumab"", ""Placebo"", ""H1 antihistamine, H2 antihistamine, leukotriene receptor antagonist"", ""Diphenhydramine""]","[""DRUG""]","12.1 Mechanism of Action Asthma, Chronic Rhinosinusitis with Nasal Polyps, and IgE-Mediated Food Allergy Omalizumab inhibits the binding of IgE to the high-affinity IgE receptor (FcεRI) on the surface of mast cells, basophils, and dendritic cells, resulting in FcεRI down-regulation on these cells. In allergic asthmatics, treatment with omalizumab inhibits IgE-mediated inflammation, as evidenced by reduced blood and tissue eosinophils and reduced inflammatory mediators, including IL-4, IL-5, and IL-13. Chronic Spontaneous Urticaria Omalizumab binds to IgE and lowers free IgE levels. Subsequently, IgE receptors (FcεRI) on cells down-regulate. The mechanism by which these effects of omalizumab result in an improvement of chronic spontaneous urticaria (CSU) symptoms is unknown.","Omalizumab: Omalizumab was supplied as a lyophilized, sterile powder in a single-use vial.","[""Chronic Idiopathic Urticaria""]",12 Years,75 Years,ALL,336,Urticaria activity score over 7 days (UAS7) score (range 0-42) ≥ 16 and itch component of UAS7 (range 0-21) ≥ 8 during 7 days prior to randomization (Week 0).,INTERVENTIONAL,RANDOMIZED,PARALLEL,TRIPLE,2,,Percentage of Participants With Adverse Events (Time frame: Baseline to the end of study (up to 40 weeks)),"[""Change From Baseline to Week 12 in the Weekly Itch Severity Score"", ""Change From Baseline to Week 12 in the Urticaria Activity Score Over 7 Days (UAS7)"", ""Change From Baseline to Week 12 in the Weekly Number of Hives Score"", ""Time to Minimally Important Difference (MID) Response in the Weekly Itch Severity Score by Week 12"", ""Percentage of Participants With a UAS7 Score ≤ 6 at Week 12"", ""Percentage of Weekly Itch Severity Score MID Responders at Week 12"", ""Change From Baseline to Week 12 in the Weekly Size of the Largest Hive Score"", ""Change From Baseline in the Overall Dermatology Life Quality Index (DLQI) Score at Week 12"", ""Percentage of Angioedema-free Days From Week 4 to Week 12"", ""Percentage of Complete Responders (UAS7 = 0) at Week 12""]",,2011-02,2012-11,2012-11,,,"[{""arm"": ""Placebo"", ""n_affected"": 5, ""n_at_risk"": 83, ""pct"": 6.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 18, ""n_at_risk"": 252, ""pct"": 7.1}]","[{""arm"": ""Placebo"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}]","[{""term"": ""Idiopathic urticaria"", ""organ_system"": ""Skin and subcutaneous tissue disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 10, ""n_at_risk"": 83, ""pct"": 12.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 37, ""n_at_risk"": 252, ""pct"": 14.7}]}, {""term"": ""Sinusitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 9, ""n_at_risk"": 83, ""pct"": 10.8}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 31, ""n_at_risk"": 252, ""pct"": 12.3}]}, {""term"": ""Nasopharyngitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 8, ""n_at_risk"": 83, ""pct"": 9.6}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 30, ""n_at_risk"": 252, ""pct"": 11.9}]}, {""term"": ""Upper respiratory tract infection"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 4, ""n_at_risk"": 83, ""pct"": 4.8}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 29, ""n_at_risk"": 252, ""pct"": 11.5}]}, {""term"": ""Headache"", ""organ_system"": ""Nervous system disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 6, ""n_at_risk"": 83, ""pct"": 7.2}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 27, ""n_at_risk"": 252, ""pct"": 10.7}]}, {""term"": ""Oropharyngeal pain"", ""organ_system"": ""Respiratory, thoracic and mediastinal disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 7, ""n_at_risk"": 83, ""pct"": 8.4}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 11, ""n_at_risk"": 252, ""pct"": 4.4}]}, {""term"": ""Nausea"", ""organ_system"": ""Gastrointestinal disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 5, ""n_at_risk"": 83, ""pct"": 6.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 15, ""n_at_risk"": 252, ""pct"": 6.0}]}, {""term"": ""Diarrhoea"", ""organ_system"": ""Gastrointestinal disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 5, ""n_at_risk"": 83, ""pct"": 6.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 13, ""n_at_risk"": 252, ""pct"": 5.2}]}]","[{""arm"": ""Placebo"", ""n_discontinued"": 1, ""n_started"": 84, ""pct"": 1.2}, {""arm"": ""Omalizumab 300 mg"", ""n_discontinued"": 3, ""n_started"": 252, ""pct"": 1.2}]","WARNING: ANAPHYLAXIS Anaphylaxis presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred as early as after the first dose of XOLAIR, but also has occurred beyond 1 year after beginning regularly administered treatment. Because of the risk of anaphylaxis, initiate XOLAIR therapy in a healthcare setting and closely observe patients for an appropriate period of time after XOLAIR administration. Health care providers administering XOLAIR should be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and instruct them to seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis [see Dosage and Administration (2.6) , Warnings and Precautions (5.1) and Adverse Reactions (6.1 , 6.2) ] . WARNING: ANAPHYLAXIS See full prescribing information for complete boxed warning. Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred after the first dose of XOLAIR but also has occurred beyond 1 year after beginning treatment. Initiate XOLAIR therapy in a healthcare setting, closely observe patients for an appropriate period of time after XOLAIR administration and be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and have them seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis. ( 2.6 , 5.1 , 6.1 , 6.2 )"
NCT01287117,NCT01287117,,"A Phase III, Multicenter, Randomized, Double-blind, Placebo-controlled, Dose-ranging Study to Evaluate the Efficacy and Safety of Xolair® (Omalizumab) in Patients With Chronic Idiopathic Urticaria (CIU)/Chronic Spontaneous Urticaria (CSU) Who Remain Symptomatic Despite Antihistamine Treatment (H1)","Genentech, Inc.","[""PHASE3""]",Omalizumab,"[""Omalizumab"", ""Placebo""]","[""DRUG""]","12.1 Mechanism of Action Asthma, Chronic Rhinosinusitis with Nasal Polyps, and IgE-Mediated Food Allergy Omalizumab inhibits the binding of IgE to the high-affinity IgE receptor (FcεRI) on the surface of mast cells, basophils, and dendritic cells, resulting in FcεRI down-regulation on these cells. In allergic asthmatics, treatment with omalizumab inhibits IgE-mediated inflammation, as evidenced by reduced blood and tissue eosinophils and reduced inflammatory mediators, including IL-4, IL-5, and IL-13. Chronic Spontaneous Urticaria Omalizumab binds to IgE and lowers free IgE levels. Subsequently, IgE receptors (FcεRI) on cells down-regulate. The mechanism by which these effects of omalizumab result in an improvement of chronic spontaneous urticaria (CSU) symptoms is unknown.","Omalizumab: Omalizumab was supplied as a lyophilized, sterile powder in a single-use vial.","[""Chronic Idiopathic Urticaria""]",12 Years,75 Years,ALL,319,,INTERVENTIONAL,RANDOMIZED,PARALLEL,TRIPLE,4,,Change From Baseline to Week 12 in the Weekly Itch Severity Score (Time frame: Baseline to Week 12),"[""Change From Baseline to Week 12 in the Urticaria Activity Score Over 7 Days (UAS7)"", ""Change From Baseline to Week 12 in the Weekly Number of Hives Score"", ""Time to Minimally Important Difference (MID) Response in the Weekly Itch Severity Score by Week 12"", ""Percentage of Participants With a UAS7 Score ≤ 6 at Week 12"", ""Percentage of Weekly Itch Severity Score MID Responders at Week 12"", ""Change From Baseline to Week 12 in the Weekly Size of the Largest Hive Score"", ""Change From Baseline in the Overall Dermatology Life Quality Index (DLQI) Score at Week 12"", ""Percentage of Angioedema-free Days From Week 4 to Week 12"", ""Percentage of Complete Responders (UAS7 = 0) at Week 12""]",,2011-02,2012-10,2012-10,,,"[{""arm"": ""Placebo"", ""n_affected"": 5, ""n_at_risk"": 80, ""pct"": 6.2}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 2, ""n_at_risk"": 70, ""pct"": 2.9}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 5, ""n_at_risk"": 87, ""pct"": 5.7}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 2, ""n_at_risk"": 81, ""pct"": 2.5}]","[{""arm"": ""Placebo"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}]","[{""term"": ""Nasopharyngitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 17, ""n_at_risk"": 80, ""pct"": 21.2}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 5, ""n_at_risk"": 70, ""pct"": 7.1}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 14, ""n_at_risk"": 87, ""pct"": 16.1}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 10, ""n_at_risk"": 81, ""pct"": 12.3}]}, {""term"": ""Idiopathic urticaria"", ""organ_system"": ""Skin and subcutaneous tissue disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 4, ""n_at_risk"": 80, ""pct"": 5.0}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 10, ""n_at_risk"": 70, ""pct"": 14.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 7, ""n_at_risk"": 87, ""pct"": 8.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 11, ""n_at_risk"": 81, ""pct"": 13.6}]}, {""term"": ""Headache"", ""organ_system"": ""Nervous system disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 4, ""n_at_risk"": 80, ""pct"": 5.0}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 5, ""n_at_risk"": 70, ""pct"": 7.1}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 12, ""n_at_risk"": 87, ""pct"": 13.8}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 7, ""n_at_risk"": 81, ""pct"": 8.6}]}, {""term"": ""Urticaria"", ""organ_system"": ""Skin and subcutaneous tissue disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 8, ""n_at_risk"": 80, ""pct"": 10.0}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 8, ""n_at_risk"": 70, ""pct"": 11.4}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 7, ""n_at_risk"": 87, ""pct"": 8.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 5, ""n_at_risk"": 81, ""pct"": 6.2}]}, {""term"": ""Sinusitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 5, ""n_at_risk"": 80, ""pct"": 6.2}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 6, ""n_at_risk"": 70, ""pct"": 8.6}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 7, ""n_at_risk"": 87, ""pct"": 8.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 5, ""n_at_risk"": 81, ""pct"": 6.2}]}, {""term"": ""Upper respiratory tract infection"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 3, ""n_at_risk"": 80, ""pct"": 3.8}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 6, ""n_at_risk"": 70, ""pct"": 8.6}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 4, ""n_at_risk"": 87, ""pct"": 4.6}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 4, ""n_at_risk"": 81, ""pct"": 4.9}]}, {""term"": ""Urinary tract infection"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 3, ""n_at_risk"": 80, ""pct"": 3.8}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 3, ""n_at_risk"": 70, ""pct"": 4.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 7, ""n_at_risk"": 87, ""pct"": 8.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 2, ""n_at_risk"": 81, ""pct"": 2.5}]}, {""term"": ""Bronchitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 6, ""n_at_risk"": 80, ""pct"": 7.5}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 5, ""n_at_risk"": 70, ""pct"": 7.1}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 2, ""n_at_risk"": 87, ""pct"": 2.3}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 2, ""n_at_risk"": 81, ""pct"": 2.5}]}]","[{""arm"": ""Placebo"", ""n_discontinued"": 2, ""n_started"": 80, ""pct"": 2.5}, {""arm"": ""Omalizumab 75 mg"", ""n_discontinued"": 1, ""n_started"": 78, ""pct"": 1.3}, {""arm"": ""Omalizumab 150 mg"", ""n_discontinued"": 1, ""n_started"": 80, ""pct"": 1.2}, {""arm"": ""Omalizumab 300 mg"", ""n_discontinued"": 1, ""n_started"": 81, ""pct"": 1.2}]","WARNING: ANAPHYLAXIS Anaphylaxis presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred as early as after the first dose of XOLAIR, but also has occurred beyond 1 year after beginning regularly administered treatment. Because of the risk of anaphylaxis, initiate XOLAIR therapy in a healthcare setting and closely observe patients for an appropriate period of time after XOLAIR administration. Health care providers administering XOLAIR should be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and instruct them to seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis [see Dosage and Administration (2.6) , Warnings and Precautions (5.1) and Adverse Reactions (6.1 , 6.2) ] . WARNING: ANAPHYLAXIS See full prescribing information for complete boxed warning. Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred after the first dose of XOLAIR but also has occurred beyond 1 year after beginning treatment. Initiate XOLAIR therapy in a healthcare setting, closely observe patients for an appropriate period of time after XOLAIR administration and be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and have them seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis. ( 2.6 , 5.1 , 6.1 , 6.2 )"
NCT01292473,NCT01292473,,"A Phase III, Multicenter, Randomized, Double-blind, Dose-ranging, Placebo-controlled Study to Evaluate the Efficacy, Response Duration and Safety of Xolair (Omalizumab) in Patients With Chronic Idiopathic Urticaria (CIU)/Chronic Spontaneous Urticaria Who Remain Symptomatic Despite Antihistamine Treatment (H1)","Genentech, Inc.","[""PHASE3""]",Omalizumab,"[""Placebo"", ""Omalizumab""]","[""DRUG""]","12.1 Mechanism of Action Asthma, Chronic Rhinosinusitis with Nasal Polyps, and IgE-Mediated Food Allergy Omalizumab inhibits the binding of IgE to the high-affinity IgE receptor (FcεRI) on the surface of mast cells, basophils, and dendritic cells, resulting in FcεRI down-regulation on these cells. In allergic asthmatics, treatment with omalizumab inhibits IgE-mediated inflammation, as evidenced by reduced blood and tissue eosinophils and reduced inflammatory mediators, including IL-4, IL-5, and IL-13. Chronic Spontaneous Urticaria Omalizumab binds to IgE and lowers free IgE levels. Subsequently, IgE receptors (FcεRI) on cells down-regulate. The mechanism by which these effects of omalizumab result in an improvement of chronic spontaneous urticaria (CSU) symptoms is unknown.",Omalizumab: Omalizumab was supplied lyophilized in vials.,"[""Chronic Idiopathic Urticaria""]",12 Years,75 Years,ALL,323,,INTERVENTIONAL,RANDOMIZED,PARALLEL,DOUBLE,4,,"Change From Baseline in the Weekly Itch Severity Score at Week 12 (Time frame: Baseline, Week 12)","[""Change From Baseline in the Weekly Urticaria Activity Score (UAS7) at Week 12"", ""Change From Baseline in the Weekly Number of Hives Score at Week 12"", ""Time to Minimally Important Difference (MID) Response in the Weekly Itch Severity Score by Week 12"", ""Percentage of Participants With a UAS7 Less Than or Equal to 6 at Week 12"", ""Percentage of Weekly Itch Severity Score MID Responders at Week 12"", ""Change From Baseline in the Weekly Size of the Largest Hive Score at Week 12"", ""Change From Baseline in the Overall Dermatology Life Quality Index (DLQI) at Week 12"", ""Percentage of Angioedema-free Days From Week 4 to Week 12""]",,2011-03,2012-06,2012-06,,,"[{""arm"": ""Placebo"", ""n_affected"": 2, ""n_at_risk"": 79, ""pct"": 2.5}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 1, ""n_at_risk"": 76, ""pct"": 1.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 1, ""n_at_risk"": 88, ""pct"": 1.1}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 5, ""n_at_risk"": 79, ""pct"": 6.3}]","[{""arm"": ""Placebo"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": null, ""n_at_risk"": null, ""pct"": null}]","[{""term"": ""Headache"", ""organ_system"": ""Nervous system disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 7, ""n_at_risk"": 79, ""pct"": 8.9}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 4, ""n_at_risk"": 76, ""pct"": 5.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 18, ""n_at_risk"": 88, ""pct"": 20.5}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 9, ""n_at_risk"": 79, ""pct"": 11.4}]}, {""term"": ""Nasopharyngitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 15, ""n_at_risk"": 79, ""pct"": 19.0}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 13, ""n_at_risk"": 76, ""pct"": 17.1}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 15, ""n_at_risk"": 88, ""pct"": 17.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 12, ""n_at_risk"": 79, ""pct"": 15.2}]}, {""term"": ""Idiopathic urticaria"", ""organ_system"": ""Skin and subcutaneous tissue disorders"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 3, ""n_at_risk"": 79, ""pct"": 3.8}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 8, ""n_at_risk"": 76, ""pct"": 10.5}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 6, ""n_at_risk"": 88, ""pct"": 6.8}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 4, ""n_at_risk"": 79, ""pct"": 5.1}]}, {""term"": ""Upper respiratory tract infection"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 7, ""n_at_risk"": 79, ""pct"": 8.9}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 0, ""n_at_risk"": 76, ""pct"": 0.0}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 2, ""n_at_risk"": 88, ""pct"": 2.3}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 6, ""n_at_risk"": 79, ""pct"": 7.6}]}, {""term"": ""Sinusitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 2, ""n_at_risk"": 79, ""pct"": 2.5}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 3, ""n_at_risk"": 76, ""pct"": 3.9}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 2, ""n_at_risk"": 88, ""pct"": 2.3}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 6, ""n_at_risk"": 79, ""pct"": 7.6}]}, {""term"": ""Influenza"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 4, ""n_at_risk"": 79, ""pct"": 5.1}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 5, ""n_at_risk"": 76, ""pct"": 6.6}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 3, ""n_at_risk"": 88, ""pct"": 3.4}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 2, ""n_at_risk"": 79, ""pct"": 2.5}]}, {""term"": ""Bronchitis"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 2, ""n_at_risk"": 79, ""pct"": 2.5}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 4, ""n_at_risk"": 76, ""pct"": 5.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 0, ""n_at_risk"": 88, ""pct"": 0.0}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 3, ""n_at_risk"": 79, ""pct"": 3.8}]}, {""term"": ""Urinary tract infection"", ""organ_system"": ""Infections and infestations"", ""per_arm"": [{""arm"": ""Placebo"", ""n_affected"": 1, ""n_at_risk"": 79, ""pct"": 1.3}, {""arm"": ""Omalizumab 75 mg"", ""n_affected"": 4, ""n_at_risk"": 76, ""pct"": 5.3}, {""arm"": ""Omalizumab 150 mg"", ""n_affected"": 3, ""n_at_risk"": 88, ""pct"": 3.4}, {""arm"": ""Omalizumab 300 mg"", ""n_affected"": 0, ""n_at_risk"": 79, ""pct"": 0.0}]}]","[{""arm"": ""Placebo"", ""n_discontinued"": 1, ""n_started"": 79, ""pct"": 1.3}, {""arm"": ""Omalizumab 75 mg"", ""n_discontinued"": 0, ""n_started"": 82, ""pct"": 0.0}, {""arm"": ""Omalizumab 150 mg"", ""n_discontinued"": 1, ""n_started"": 83, ""pct"": 1.2}, {""arm"": ""Omalizumab 300 mg"", ""n_discontinued"": 1, ""n_started"": 79, ""pct"": 1.3}]","WARNING: ANAPHYLAXIS Anaphylaxis presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred as early as after the first dose of XOLAIR, but also has occurred beyond 1 year after beginning regularly administered treatment. Because of the risk of anaphylaxis, initiate XOLAIR therapy in a healthcare setting and closely observe patients for an appropriate period of time after XOLAIR administration. Health care providers administering XOLAIR should be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and instruct them to seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis [see Dosage and Administration (2.6) , Warnings and Precautions (5.1) and Adverse Reactions (6.1 , 6.2) ] . WARNING: ANAPHYLAXIS See full prescribing information for complete boxed warning. Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred after the first dose of XOLAIR but also has occurred beyond 1 year after beginning treatment. Initiate XOLAIR therapy in a healthcare setting, closely observe patients for an appropriate period of time after XOLAIR administration and be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and have them seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis. ( 2.6 , 5.1 , 6.1 , 6.2 )"
