nct_id,drug,trial_name,endpoint_rank,endpoint_position,endpoint_verbatim_sha1,timepoint,test_arm_id,reference_arm_id,comparison_kind,effect_type,effect_type_verbatim,effect_value,ci_pct,ci_lower,ci_upper,ci_sides,p_value_comparator,p_value,p_value_verbatim,statistical_method,adjusted_for
NCT03349060,Abrocitinib,JADE Mono-1,secondary,3,3335dc8ccbdd7c949bb01df426da12afb993e5b1,12w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.1,95.0,-2.7,-1.4,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,4,61ba2ad26ba96be1b356d457ec23b863df05f1fc,12w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-1.3,95.0,-2.0,-0.6,2,=,0.0002,0.0002,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,4,61ba2ad26ba96be1b356d457ec23b863df05f1fc,12w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.3,95.0,-3.0,-1.6,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,5,6df8adb4e445a057bad8f840f462ac75c05f539d,,OG000,OG002,superiority,,,,,,,,=,0.0071,0.0071,Log Rank,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,5,6df8adb4e445a057bad8f840f462ac75c05f539d,,OG001,OG002,superiority,,,,,,,,<,0.0001,<0.0001,Log Rank,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,6.5,95.0,-0.3,13.3,2,=,0.0869,0.0869,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,20.3,95.0,12.0,28.6,2,=,0.0001,0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,13.1,95.0,2.6,23.6,2,=,0.0259,0.0259,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,33.0,95.0,21.7,44.2,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,25.0,95.0,14.2,35.8,2,=,0.0001,0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,6,2ae2450e5571bace514d64cfb1f27d34b313591b,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,44.6,95.0,33.6,55.6,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,3.9,95.0,-0.7,8.5,2,=,0.0802,0.0802,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,9.8,95.0,4.0,15.7,2,=,0.0045,0.0045,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,5.2,95.0,-1.9,12.4,2,=,0.1888,0.1888,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,21.7,95.0,13.0,30.5,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,13.8,95.0,5.2,22.4,2,=,0.0071,0.0071,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,7,3c38822be9dd67082a1985cca82e0771be06b940,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,29.3,95.0,19.8,38.7,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.8,3.8,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.8,3.8,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.9,3.9,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,6.5,95.0,1.3,11.7,2,=,0.0234,0.0234,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,4.6,95.0,-0.3,9.5,2,=,0.0592,0.0592,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,11.7,95.0,5.5,17.9,2,=,0.0022,0.0022,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,7.0,95.0,1.7,12.3,2,=,0.019,0.0190,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,8,c19f6a751057357154a19ed923e6ae25029eb574,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,13.1,95.0,6.7,19.4,2,=,0.001,0.0010,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,24.0,95.0,13.9,34.1,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,45.1,95.0,34.7,55.5,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,33.5,95.0,21.6,45.4,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,52.7,95.0,41.2,64.2,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,34.1,95.0,21.9,46.3,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,52.9,95.0,41.3,64.6,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,35.3,95.0,23.3,47.4,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,9,44bae04dc76b797ae58c64004613b3e0e979bf57,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,53.5,95.0,42.0,65.0,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,0.6,95.0,-3.9,5.2,2,=,0.7285,0.7285,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,4.0,95.0,-1.2,9.2,2,=,0.1448,0.1448,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,3.9,95.0,-2.6,10.5,2,=,0.2576,0.2576,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,20.4,95.0,12.0,28.9,2,=,0.0001,0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,9.0,95.0,1.3,16.8,2,=,0.0423,0.0423,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,28.0,95.0,18.7,37.2,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,13.3,95.0,5.4,21.2,2,=,0.0066,0.0066,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,10,8bf3860df1ecc4e449e7feb7e4fbc980748d5d01,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,33.4,95.0,24.3,42.5,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.8,3.8,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.8,3.8,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,0.0,95.0,-3.9,3.9,2,,,,,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,6.5,95.0,1.3,11.7,2,=,0.0234,0.0234,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,4.6,95.0,-0.3,9.5,2,=,0.0604,0.0604,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,11.7,95.0,5.5,17.9,2,=,0.0022,0.0022,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,6.4,95.0,1.2,11.6,2,=,0.0255,0.0255,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,11,fe91b563e1efda239e31f61ce8678775a00d2879,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,13.1,95.0,6.7,19.4,2,=,0.001,0.0010,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,2w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-5.8,95.0,-8.2,-3.3,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,2w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-10.6,95.0,-13.0,-8.1,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,4w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-7.9,95.0,-10.7,-5.0,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,4w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-12.7,95.0,-15.6,-9.9,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,8w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-8.5,95.0,-11.6,-5.5,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,8w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-13.5,95.0,-16.5,-10.4,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,12w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-8.3,95.0,-11.6,-5.1,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,12,6df5616ea36c3131bfd303be665122db46db33e3,12w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-14.0,95.0,-17.3,-10.8,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,2w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-7.8,95.0,-12.1,-3.5,2,=,0.0004,0.0004,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,2w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-14.8,95.0,-19.0,-10.5,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,4w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-11.7,95.0,-16.6,-6.9,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,4w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-18.5,95.0,-23.4,-13.6,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,8w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-14.3,95.0,-19.7,-9.0,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,8w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-22.6,95.0,-28.0,-17.3,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,12w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-13.8,95.0,-19.3,-8.2,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,13,36b107348f26eb682f935305db041685c8ae78f2,12w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-22.0,95.0,-27.6,-16.5,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,1.3,95.0,-3.4,6.0,2,=,0.521,0.5210,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,4.0,95.0,-1.3,9.3,2,=,0.1416,0.1416,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,4.6,95.0,-2.1,11.2,2,=,0.2002,0.2002,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,23.6,95.0,15.1,32.2,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,9.6,95.0,1.3,17.9,2,=,0.0434,0.0434,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,26.6,95.0,17.1,36.2,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,15.8,95.0,7.5,24.0,2,=,0.0019,0.0019,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,14,d4c89005eabe712198f25e88c3a7ef560be370e8,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,33.3,95.0,24.0,42.7,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,10.8,95.0,3.3,18.3,2,=,0.0151,0.0151,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,30.0,95.0,21.0,39.0,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,21.2,95.0,10.2,32.3,2,=,0.001,0.0010,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,37.9,95.0,26.6,49.3,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,23.5,95.0,12.6,34.3,2,=,0.0003,0.0003,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,41.7,95.0,30.7,52.7,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,19.6,95.0,8.1,31.1,2,=,0.0026,0.0026,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,15,29fcffceb5163fabebbdc0b34da87f10ebc20e35,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,40.0,95.0,28.3,51.7,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,2w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,1.3,95.0,-2.9,5.6,2,=,0.3151,0.3151,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,2w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,6.0,95.0,0.7,11.3,2,=,0.0292,0.0292,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,4w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,-0.2,95.0,-5.9,5.5,2,=,0.9402,0.9402,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,4w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,15.3,95.0,7.3,23.2,2,=,0.0019,0.0019,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,8w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,10.8,95.0,4.2,17.4,2,=,0.0078,0.0078,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,8w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,22.2,95.0,14.2,30.1,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,12w,OG000,OG002,superiority,response_rate_difference,Difference in Percentage,8.2,95.0,1.0,15.3,2,=,0.0528,0.0528,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,16,a712c9ac4c9007326a4ef742dc2099a29ecec70b,12w,OG001,OG002,superiority,response_rate_difference,Difference in Percentage,26.4,95.0,17.6,35.3,2,<,0.0001,<0.0001,Cochran-Mantel-Haenszel,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,2w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-1.3,95.0,-1.9,-0.6,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,2w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.3,95.0,-3.0,-1.7,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,4w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-1.6,95.0,-2.2,-0.9,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,4w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.7,95.0,-3.4,-2.0,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,8w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-1.5,95.0,-2.3,-0.8,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,8w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.5,95.0,-3.2,-1.8,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,12w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-1.3,95.0,-2.1,-0.6,2,=,0.0005,0.0005,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,17,6f62e0fd35b714866e68b8565704125f366ffc27,12w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-2.1,95.0,-2.9,-1.4,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,2w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-10.9,95.0,-14.8,-7.0,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,2w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-18.9,95.0,-22.7,-15.1,2,<,0.0001,<0.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,4w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-12.6,95.0,-17.3,-7.8,2,<,0.0001,<.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,4w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-22.1,95.0,-26.8,-17.3,2,<,0.0001,<.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,8w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-14.3,95.0,-19.5,-9.0,2,<,0.0001,<.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,8w,OG001,OG002,superiority,ls_mean_difference,Difference in LS mean,-22.0,95.0,-27.2,-16.7,2,<,0.0001,<.0001,Mixed Models Analysis,
NCT03349060,Abrocitinib,JADE Mono-1,secondary,18,18929be74bde6355b608314977266bbe38040c8c,12w,OG000,OG002,superiority,ls_mean_difference,Difference in LS mean,-13.3,95.0,-19.0,-7.7,2,<,0.0001,<0.0001,Mixed Models Analysis,
