nct_id,drug,trial_name,endpoint_rank,endpoint_position,endpoint_verbatim_sha1,timepoint,test_arm_id,reference_arm_id,comparison_kind,effect_type,effect_type_verbatim,effect_value,ci_pct,ci_lower,ci_upper,ci_sides,p_value_comparator,p_value,p_value_verbatim,statistical_method,adjusted_for
NCT03627767,Abrocitinib,,secondary,6,8b83f401e39ac7887ff6ab1e1a66db00f3958a53,40w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,25.7,95.0,19.6,31.8,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,6,8b83f401e39ac7887ff6ab1e1a66db00f3958a53,40w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,14.1,95.0,7.0,21.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,6,8b83f401e39ac7887ff6ab1e1a66db00f3958a53,52w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,14.6,95.0,9.2,20.0,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,6,8b83f401e39ac7887ff6ab1e1a66db00f3958a53,52w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,24.5,95.0,18.4,30.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,6,8b83f401e39ac7887ff6ab1e1a66db00f3958a53,52w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,10.0,95.0,2.7,17.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,12w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,1.8,95.0,-5.0,8.5,2,=,0.6082,= 0.6082,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,12w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,0.2,95.0,-6.7,7.0,2,=,0.964,= 0.9640,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,12w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,-2.4,95.0,-9.1,4.4,2,,,,,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,16w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,38.9,95.0,31.2,46.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,16w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,59.7,95.0,52.7,66.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,16w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,20.9,95.0,12.7,29.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,28w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,33.9,95.0,26.6,41.2,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,28w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,55.3,95.0,48.2,62.3,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,28w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,21.7,95.0,13.2,30.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,40w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,29.7,95.0,22.7,36.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,40w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,45.5,95.0,38.4,52.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,40w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,16.0,95.0,7.4,24.6,2,,,,,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,52w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,19.9,95.0,13.0,26.8,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,52w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,40.5,95.0,32.8,48.1,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,7,b98a8854e1ad3ab4b82160196567d67ce52cf7ef,52w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,20.9,95.0,11.8,30.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG000,OG001,superiority,ls_mean_difference,LSM difference,0.0,95.0,-0.3,0.3,2,=,0.9207,= 0.9207,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG000,OG002,superiority,ls_mean_difference,LSM difference,0.0,95.0,-0.3,0.3,2,=,0.9998,= 0.9998,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG001,OG002,superiority,ls_mean_difference,LSM difference,0.0,95.0,-0.3,0.3,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-2.1,95.0,-2.5,-1.7,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-3.2,95.0,-3.6,-2.8,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-1.1,95.0,-1.4,-0.7,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-1.4,95.0,-2.0,-0.8,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.9,95.0,-2.5,-1.3,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.5,95.0,-0.9,-0.1,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-1.0,95.0,-1.7,-0.3,2,=,0.0039,= 0.0039,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.8,95.0,-2.5,-1.2,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.8,95.0,-1.3,-0.4,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-0.5,95.0,-1.2,0.2,2,=,0.1488,= 0.1488,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.3,95.0,-2.0,-0.6,2,=,0.0003,= 0.0003,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.8,95.0,-1.2,-0.3,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG000,OG001,superiority,ls_mean_difference,LSM difference,0.0,95.0,-0.2,0.2,2,=,0.9294,= 0.9294,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-0.1,95.0,-0.3,0.1,2,=,0.4081,= 0.4081,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,12w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.1,95.0,-0.3,0.1,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-1.8,95.0,-2.1,-1.4,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-2.3,95.0,-2.7,-2.0,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,16w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.6,95.0,-0.9,-0.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-0.7,95.0,-1.2,-0.2,2,=,0.0035,= 0.0035,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.2,95.0,-1.6,-0.7,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,28w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.5,95.0,-0.8,-0.1,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-0.7,95.0,-1.2,-0.1,2,=,0.0136,= 0.0136,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.1,95.0,-1.6,-0.6,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,40w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.4,95.0,-0.8,0.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-0.3,95.0,-1.0,0.3,2,=,0.2887,= 0.2887,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-1.0,95.0,-1.6,-0.3,2,=,0.0025,= 0.0025,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,10,227588a0eb7b5af7d11e23096e8cdcf2817d441c,52w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.6,95.0,-1.0,-0.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,12w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,1.0,95.0,-1.4,3.4,2,=,0.4244,= 0.4244,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,12w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,-0.3,95.0,-3.1,2.4,2,=,0.8092,= 0.8092,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,12w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,-1.5,95.0,-4.1,1.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,16w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,46.7,95.0,39.2,54.2,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,16w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,63.6,95.0,57.2,70.0,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,16w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,17.0,95.0,10.4,23.5,2,,,,,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,28w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,41.3,95.0,33.9,48.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,28w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,59.9,95.0,53.1,66.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,28w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,18.7,95.0,10.8,26.6,2,,,,,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,40w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,37.0,95.0,29.6,44.4,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,40w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,54.6,95.0,47.6,61.7,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,40w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,17.7,95.0,9.4,26.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,52w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,30.0,95.0,22.6,37.4,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,52w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,50.9,95.0,43.8,58.1,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,11,c14365eed9f16d4c42bd40c30f96b8b1385f1fab,52w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,21.1,95.0,12.8,29.5,2,,,,,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,12w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,1.4,95.0,-6.1,8.8,2,=,0.7232,= 0.7232,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,12w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,-2.2,95.0,-9.8,5.4,2,=,0.5694,= 0.5694,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,12w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,-3.7,95.0,-11.2,3.8,2,,,,,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,16w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,29.0,95.0,22.2,35.8,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,16w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,57.9,95.0,51.2,64.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,16w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,28.9,95.0,20.8,37.0,2,,,,,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,28w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,30.5,95.0,23.9,37.2,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,28w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,48.9,95.0,42.1,55.6,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,28w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,18.2,95.0,9.8,26.6,2,,,,,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,40w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,25.0,95.0,18.4,31.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,40w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,39.6,95.0,32.7,46.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,40w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,14.5,95.0,6.3,22.8,2,,,,,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,52w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,24.7,95.0,18.1,31.2,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,52w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,38.5,95.0,31.6,45.3,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,12,73f0b75ba8d6a7d8ac4946334de00d50c3ac9662,52w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,13.9,95.0,5.6,22.3,2,,,,,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,12w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,3.0,95.0,-5.3,11.3,2,=,0.4815,= 0.4815,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,12w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,-1.8,95.0,-10.3,6.6,2,=,0.6748,= 0.6748,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,12w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,-5.1,95.0,-13.4,3.2,2,,,,,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,16w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,24.0,95.0,17.8,30.3,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,16w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,42.3,95.0,35.6,49.0,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,16w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,18.4,95.0,10.2,26.6,2,,,,,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,28w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,24.6,95.0,18.2,31.0,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,28w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,40.5,95.0,33.7,47.3,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,28w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,15.9,95.0,7.6,24.1,2,,,,,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,40w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,18.8,95.0,12.6,25.1,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,40w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,34.5,95.0,27.6,41.5,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,40w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,15.6,95.0,7.5,23.7,2,,,,,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,52w,OG000,OG001,superiority,response_rate_difference,Difference in percentage,18.7,95.0,12.4,25.0,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,52w,OG000,OG002,superiority,response_rate_difference,Difference in percentage,32.3,95.0,25.4,39.2,2,<,0.0001,< 0.0001,Cochran-Mantel-Haenszel,
NCT03627767,Abrocitinib,,secondary,20,b881a946662d29289bcf091a18667a1dcb0dee60,52w,OG001,OG002,superiority,response_rate_difference,Difference in percentage,13.7,95.0,5.6,21.7,2,,,,,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,12w,OG000,OG001,superiority,ls_mean_difference,LSM difference,0.1,95.0,-0.5,0.7,2,=,0.7373,= 0.7373,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,12w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-0.1,95.0,-0.7,0.5,2,=,0.8092,= 0.8092,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,12w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.2,95.0,-0.8,0.4,2,,,,,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,16w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-5.1,95.0,-6.1,-4.0,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,16w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-6.6,95.0,-7.6,-5.5,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,16w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-1.5,95.0,-2.4,-0.6,2,,,,,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,28w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-4.0,95.0,-5.3,-2.7,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,28w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-5.2,95.0,-6.4,-3.9,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,28w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-1.2,95.0,-2.1,-0.3,2,,,,,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,40w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-1.9,95.0,-3.5,-0.4,2,=,0.015,= 0.0150,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,40w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-3.2,95.0,-4.7,-1.7,2,<,0.0001,< 0.0001,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,40w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-1.3,95.0,-2.3,-0.3,2,,,,,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,52w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-0.8,95.0,-2.4,0.9,2,=,0.3616,= 0.3616,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,52w,OG000,OG002,superiority,ls_mean_difference,LSM difference,-2.7,95.0,-4.3,-1.1,2,=,0.0012,= 0.0012,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,21,1a5a223d47a0e41f5cabd03adfd4d5f4cb88624d,52w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-1.9,95.0,-3.0,-0.8,2,,,,,
NCT03627767,Abrocitinib,,secondary,22,85508f5f7ec4080f14cae95121e534b920bf0a7f,12w,OG000,OG001,superiority,ls_mean_difference,LSM difference,0.6,95.0,-0.6,1.8,2,=,0.3339,= 0.3339,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,22,85508f5f7ec4080f14cae95121e534b920bf0a7f,12w,OG000,OG002,superiority,ls_mean_difference,LSM difference,0.5,95.0,-0.8,1.7,2,=,0.4653,= 0.4653,Mixed Models Analysis,
NCT03627767,Abrocitinib,,secondary,22,85508f5f7ec4080f14cae95121e534b920bf0a7f,12w,OG001,OG002,superiority,ls_mean_difference,LSM difference,-0.1,95.0,-1.3,1.1,2,,,,,
NCT03627767,Abrocitinib,,secondary,22,85508f5f7ec4080f14cae95121e534b920bf0a7f,16w,OG000,OG001,superiority,ls_mean_difference,LSM difference,-4.3,95.0,-6.2,-2.3,2,<,0.0001,< 0.0001,Mixed Models Analysis,
