nct_id,drug,trial_name,measure,arm,meddra_pt,meddra_soc,n_affected,n_at_risk,pct
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-AIN457 150mg,,,18,327,5.5
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-AIN457 300mg,,,21,326,6.4
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-Any AIN457 150mg,,,24,469,5.1
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-Any AIN457 300mg,,,27,467,5.8
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-Placebo,,,7,327,2.1
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,ENTIRE-Etanercept,,,20,323,6.2
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,FOLLOW UP-Any AIN457 150mg,,,2,148,1.4
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,FOLLOW UP-Any AIN457 300mg,,,2,125,1.6
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,FOLLOW UP-Placebo,,,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,serious_adverse_event_rate,FOLLOW UP-Etanercept,,,2,278,0.7
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,AIN457 150mg,,,2,327,0.6
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,AIN457 300mg,,,4,327,1.2
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,Placebo,,,2,326,0.6
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,Etanercept,,,6,326,1.8
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,AIN457 150mg From Placebo,,,0,0,
NCT01358578,Secukinumab,FIXTURE,discontinuation_due_to_ae_rate,AIN457 300mg From Placebo,,,0,0,
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,44,327,13.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,35,326,10.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,NASOPHARYNGITIS,Infections and infestations,26,327,8.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,NASOPHARYNGITIS,Infections and infestations,37,323,11.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,82,327,25.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,91,326,27.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,107,469,22.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,122,467,26.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,NASOPHARYNGITIS,Infections and infestations,26,327,8.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,NASOPHARYNGITIS,Infections and infestations,87,323,26.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,6,148,4.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,1,125,0.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,NASOPHARYNGITIS,Infections and infestations,3,27,11.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,NASOPHARYNGITIS,Infections and infestations,14,278,5.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,HEADACHE,Nervous system disorders,16,327,4.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,HEADACHE,Nervous system disorders,30,326,9.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,HEADACHE,Nervous system disorders,23,327,7.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,HEADACHE,Nervous system disorders,23,323,7.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,HEADACHE,Nervous system disorders,34,327,10.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,HEADACHE,Nervous system disorders,47,326,14.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,HEADACHE,Nervous system disorders,46,469,9.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,HEADACHE,Nervous system disorders,59,467,12.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,HEADACHE,Nervous system disorders,24,327,7.3
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,HEADACHE,Nervous system disorders,40,323,12.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,HEADACHE,Nervous system disorders,3,148,2.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,HEADACHE,Nervous system disorders,2,125,1.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,HEADACHE,Nervous system disorders,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,HEADACHE,Nervous system disorders,2,278,0.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,DIARRHOEA,Gastrointestinal disorders,12,327,3.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,DIARRHOEA,Gastrointestinal disorders,17,326,5.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,DIARRHOEA,Gastrointestinal disorders,6,327,1.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,DIARRHOEA,Gastrointestinal disorders,11,323,3.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,DIARRHOEA,Gastrointestinal disorders,30,327,9.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,DIARRHOEA,Gastrointestinal disorders,34,326,10.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,DIARRHOEA,Gastrointestinal disorders,36,469,7.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,DIARRHOEA,Gastrointestinal disorders,38,467,8.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,DIARRHOEA,Gastrointestinal disorders,7,327,2.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,DIARRHOEA,Gastrointestinal disorders,22,323,6.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,DIARRHOEA,Gastrointestinal disorders,2,148,1.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,DIARRHOEA,Gastrointestinal disorders,1,125,0.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,DIARRHOEA,Gastrointestinal disorders,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,DIARRHOEA,Gastrointestinal disorders,3,278,1.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,BACK PAIN,Musculoskeletal and connective tissue disorders,8,327,2.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,BACK PAIN,Musculoskeletal and connective tissue disorders,8,326,2.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,BACK PAIN,Musculoskeletal and connective tissue disorders,6,327,1.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,BACK PAIN,Musculoskeletal and connective tissue disorders,10,323,3.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,BACK PAIN,Musculoskeletal and connective tissue disorders,17,327,5.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,BACK PAIN,Musculoskeletal and connective tissue disorders,22,326,6.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,BACK PAIN,Musculoskeletal and connective tissue disorders,20,469,4.3
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,BACK PAIN,Musculoskeletal and connective tissue disorders,30,467,6.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,BACK PAIN,Musculoskeletal and connective tissue disorders,6,327,1.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,BACK PAIN,Musculoskeletal and connective tissue disorders,27,323,8.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,BACK PAIN,Musculoskeletal and connective tissue disorders,0,148,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,BACK PAIN,Musculoskeletal and connective tissue disorders,0,125,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,BACK PAIN,Musculoskeletal and connective tissue disorders,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,BACK PAIN,Musculoskeletal and connective tissue disorders,2,278,0.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,14,327,4.3
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,5,326,1.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,ARTHRALGIA,Musculoskeletal and connective tissue disorders,10,327,3.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,ARTHRALGIA,Musculoskeletal and connective tissue disorders,12,323,3.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,25,327,7.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,18,326,5.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,32,469,6.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,23,467,4.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,ARTHRALGIA,Musculoskeletal and connective tissue disorders,10,327,3.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,ARTHRALGIA,Musculoskeletal and connective tissue disorders,22,323,6.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,3,148,2.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,ARTHRALGIA,Musculoskeletal and connective tissue disorders,0,125,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,ARTHRALGIA,Musculoskeletal and connective tissue disorders,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,ARTHRALGIA,Musculoskeletal and connective tissue disorders,6,278,2.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,COUGH,"Respiratory, thoracic and mediastinal disorders",6,327,1.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,COUGH,"Respiratory, thoracic and mediastinal disorders",11,326,3.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,COUGH,"Respiratory, thoracic and mediastinal disorders",4,327,1.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,COUGH,"Respiratory, thoracic and mediastinal disorders",4,323,1.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,COUGH,"Respiratory, thoracic and mediastinal disorders",13,327,4.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,COUGH,"Respiratory, thoracic and mediastinal disorders",24,326,7.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,COUGH,"Respiratory, thoracic and mediastinal disorders",16,469,3.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,COUGH,"Respiratory, thoracic and mediastinal disorders",30,467,6.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,COUGH,"Respiratory, thoracic and mediastinal disorders",4,327,1.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,COUGH,"Respiratory, thoracic and mediastinal disorders",12,323,3.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,COUGH,"Respiratory, thoracic and mediastinal disorders",1,148,0.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,COUGH,"Respiratory, thoracic and mediastinal disorders",0,125,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,COUGH,"Respiratory, thoracic and mediastinal disorders",0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,COUGH,"Respiratory, thoracic and mediastinal disorders",0,278,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,10,327,3.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,7,326,2.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,3,327,0.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,7,323,2.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,21,327,6.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,19,326,5.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,26,469,5.5
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,26,467,5.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,3,327,0.9
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,18,323,5.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,148,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,125,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,2,278,0.7
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 150mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",4,327,1.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-AIN457 300mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",9,326,2.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Placebo,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",7,327,2.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,INDUCTION-Etanercept,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",4,323,1.2
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 150mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",15,327,4.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-AIN457 300mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",21,326,6.4
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",19,469,4.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",26,467,5.6
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Placebo,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",7,327,2.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,ENTIRE-Etanercept,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",10,323,3.1
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",0,148,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",1,125,0.8
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Placebo,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",0,27,0.0
NCT01358578,Secukinumab,FIXTURE,most_common_adverse_events,FOLLOW UP-Etanercept,OROPHARYNGEAL PAIN,"Respiratory, thoracic and mediastinal disorders",1,278,0.4
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,INDUCTION-AIN457 150mg,,,4,245,1.6
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,INDUCTION-AIN457 300mg,,,6,245,2.4
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,INDUCTION-Placebo,,,4,247,1.6
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,ENTIRE-AIN457 150mg,,,15,245,6.1
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,ENTIRE-AIN457 300mg,,,17,245,6.9
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,ENTIRE-Any AIN457 150mg,,,19,353,5.4
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,ENTIRE-Any AIN457 300mg,,,19,349,5.4
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,ENTIRE-Placebo,,,5,247,2.0
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,FOLLOW UP-Any AIN457 150mg,,,1,58,1.7
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,FOLLOW UP-Any AIN457 300mg,,,1,47,2.1
NCT01365455,Secukinumab,ERASURE,serious_adverse_event_rate,FOLLOW UP-Placebo,,,0,18,0.0
NCT01365455,Secukinumab,ERASURE,discontinuation_due_to_ae_rate,AIN457 150 mg,,,5,245,2.0
NCT01365455,Secukinumab,ERASURE,discontinuation_due_to_ae_rate,AIN457 300 mg,,,3,245,1.2
NCT01365455,Secukinumab,ERASURE,discontinuation_due_to_ae_rate,Placebo,,,4,248,1.6
NCT01365455,Secukinumab,ERASURE,discontinuation_due_to_ae_rate,AIN457 150mg From Placebo,,,0,0,
NCT01365455,Secukinumab,ERASURE,discontinuation_due_to_ae_rate,AIN457 300mg From Placebo,,,0,0,
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,23,245,9.4
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,22,245,9.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-Placebo,NASOPHARYNGITIS,Infections and infestations,19,247,7.7
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,53,245,21.6
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,45,245,18.4
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,69,353,19.5
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,57,349,16.3
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Placebo,NASOPHARYNGITIS,Infections and infestations,20,247,8.1
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,NASOPHARYNGITIS,Infections and infestations,1,58,1.7
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,NASOPHARYNGITIS,Infections and infestations,0,47,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Placebo,NASOPHARYNGITIS,Infections and infestations,0,18,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,10,245,4.1
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,9,245,3.7
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,247,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,28,245,11.4
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,26,245,10.6
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,36,353,10.2
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,32,349,9.2
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,2,247,0.8
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,1,58,1.7
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,47,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Placebo,UPPER RESPIRATORY TRACT INFECTION,Infections and infestations,0,18,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 150mg,HEADACHE,Nervous system disorders,13,245,5.3
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 300mg,HEADACHE,Nervous system disorders,12,245,4.9
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-Placebo,HEADACHE,Nervous system disorders,7,247,2.8
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 150mg,HEADACHE,Nervous system disorders,19,245,7.8
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 300mg,HEADACHE,Nervous system disorders,22,245,9.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,HEADACHE,Nervous system disorders,24,353,6.8
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,HEADACHE,Nervous system disorders,30,349,8.6
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Placebo,HEADACHE,Nervous system disorders,10,247,4.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 150mg,HEADACHE,Nervous system disorders,0,58,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Any AIN457 300mg,HEADACHE,Nervous system disorders,0,47,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,FOLLOW UP-Placebo,HEADACHE,Nervous system disorders,0,18,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 150mg,HYPERTENSION,Vascular disorders,9,245,3.7
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-AIN457 300mg,HYPERTENSION,Vascular disorders,0,245,0.0
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,INDUCTION-Placebo,HYPERTENSION,Vascular disorders,3,247,1.2
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 150mg,HYPERTENSION,Vascular disorders,16,245,6.5
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-AIN457 300mg,HYPERTENSION,Vascular disorders,11,245,4.5
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 150mg,HYPERTENSION,Vascular disorders,21,353,5.9
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Any AIN457 300mg,HYPERTENSION,Vascular disorders,15,349,4.3
NCT01365455,Secukinumab,ERASURE,most_common_adverse_events,ENTIRE-Placebo,HYPERTENSION,Vascular disorders,3,247,1.2
