nct_id,drug,trial_name,measure,arm,meddra_pt,meddra_soc,n_affected,n_at_risk,pct
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Placebo (CP),,,2,255,0.8
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Ustekinumab 45 mg (CP),,,2,255,0.8
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Ustekinumab 90 mg (CP),,,4,255,1.6
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Placebo -> Ustekinumab 45 mg (After CP),,,20,123,16.3
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Placebo -> Ustekinumab 90 mg (After CP),,,18,120,15.0
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Ustekinumab 45 mg (After CP),,,38,255,14.9
NCT00267969,Ustekinumab,PHOENIX1,serious_adverse_event_rate,Ustekinumab 90 mg (After CP),,,33,251,13.1
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Placebo (CP),,,6,255,2.4
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Ustekinumab 45 mg (CP),,,0,255,0.0
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Ustekinumab 90 mg (CP),,,2,256,0.8
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Placebo -> Ustekinumab 45 mg (After CP),,,0,0,
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Placebo -> Ustekinumab 90 mg (After CP),,,0,0,
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Ustekinumab 45 mg (After CP),,,0,0,
NCT00267969,Ustekinumab,PHOENIX1,discontinuation_due_to_ae_rate,Ustekinumab 90 mg (After CP),,,0,0,
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Nasopharyngitis,Infections and infestations,22,255,8.6
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Nasopharyngitis,Infections and infestations,26,255,10.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Nasopharyngitis,Infections and infestations,21,255,8.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Nasopharyngitis,Infections and infestations,47,123,38.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Nasopharyngitis,Infections and infestations,36,120,30.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Nasopharyngitis,Infections and infestations,70,255,27.5
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Nasopharyngitis,Infections and infestations,75,251,29.9
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Upper respiratory tract infection,Infections and infestations,16,255,6.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Upper respiratory tract infection,Infections and infestations,18,255,7.1
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Upper respiratory tract infection,Infections and infestations,16,255,6.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,43,123,35.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,34,120,28.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,82,255,32.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,77,251,30.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Upper respiratory tract infection,Infections and infestations,16,255,6.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Upper respiratory tract infection,Infections and infestations,18,255,7.1
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Upper respiratory tract infection,Infections and infestations,16,255,6.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,43,123,35.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,34,120,28.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,82,255,32.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,77,251,30.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Arthralgia,Musculoskeletal and connective tissue disorders,7,255,2.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Arthralgia,Musculoskeletal and connective tissue disorders,7,255,2.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Arthralgia,Musculoskeletal and connective tissue disorders,6,255,2.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,20,123,16.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,13,120,10.8
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,31,255,12.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,33,251,13.1
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Back pain,Musculoskeletal and connective tissue disorders,1,255,0.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Back pain,Musculoskeletal and connective tissue disorders,6,255,2.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Back pain,Musculoskeletal and connective tissue disorders,7,255,2.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,13,123,10.6
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,18,120,15.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,23,255,9.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,27,251,10.8
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Sinusitis,Infections and infestations,6,255,2.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Sinusitis,Infections and infestations,6,255,2.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Sinusitis,Infections and infestations,4,255,1.6
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Sinusitis,Infections and infestations,15,123,12.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Sinusitis,Infections and infestations,14,120,11.7
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Sinusitis,Infections and infestations,37,255,14.5
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Sinusitis,Infections and infestations,31,251,12.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Hypertension,Vascular disorders,4,255,1.6
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Hypertension,Vascular disorders,5,255,2.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Hypertension,Vascular disorders,3,255,1.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Hypertension,Vascular disorders,14,123,11.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Hypertension,Vascular disorders,17,120,14.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Hypertension,Vascular disorders,21,255,8.2
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Hypertension,Vascular disorders,30,251,12.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo (CP),Bronchitis,Infections and infestations,0,255,0.0
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (CP),Bronchitis,Infections and infestations,2,255,0.8
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (CP),Bronchitis,Infections and infestations,1,255,0.4
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Bronchitis,Infections and infestations,11,123,8.9
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Bronchitis,Infections and infestations,16,120,13.3
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 45 mg (After CP),Bronchitis,Infections and infestations,25,255,9.8
NCT00267969,Ustekinumab,PHOENIX1,most_common_adverse_events,Ustekinumab 90 mg (After CP),Bronchitis,Infections and infestations,29,251,11.6
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Placebo (CP),,,8,410,2.0
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Ustekinumab 45 mg (CP),,,8,409,2.0
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Ustekinumab 90 mg (CP),,,5,411,1.2
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Placebo -> Ustekinumab 45 mg (After CP),,,40,197,20.3
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Placebo -> Ustekinumab 90 mg (After CP),,,41,195,21.0
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Ustekinumab 45 mg (After CP),,,81,407,19.9
NCT00307437,Ustekinumab,,serious_adverse_event_rate,Ustekinumab 90 mg (After CP),,,73,409,17.8
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Placebo (CP),,,7,410,1.7
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Ustekinumab 45 mg (CP),,,2,409,0.5
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Ustekinumab 90 mg (CP),,,5,411,1.2
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Placebo -> Ustekinumab 45 mg (After CP),,,0,0,
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Placebo -> Ustekinumab 90 mg (After CP),,,0,0,
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Ustekinumab 45 mg (After CP),,,0,0,
NCT00307437,Ustekinumab,,discontinuation_due_to_ae_rate,Ustekinumab 90 mg (After CP),,,0,0,
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Nasopharyngitis,Infections and infestations,29,410,7.1
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Nasopharyngitis,Infections and infestations,30,409,7.3
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Nasopharyngitis,Infections and infestations,28,411,6.8
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Nasopharyngitis,Infections and infestations,69,197,35.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Nasopharyngitis,Infections and infestations,75,195,38.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Nasopharyngitis,Infections and infestations,137,407,33.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Nasopharyngitis,Infections and infestations,143,409,35.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Upper respiratory tract infection,Infections and infestations,14,410,3.4
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Upper respiratory tract infection,Infections and infestations,18,409,4.4
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Upper respiratory tract infection,Infections and infestations,12,411,2.9
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,59,197,29.9
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,53,195,27.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Upper respiratory tract infection,Infections and infestations,112,407,27.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Upper respiratory tract infection,Infections and infestations,111,409,27.1
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Hypertension,Vascular disorders,6,410,1.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Hypertension,Vascular disorders,5,409,1.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Hypertension,Vascular disorders,4,411,1.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Hypertension,Vascular disorders,32,197,16.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Hypertension,Vascular disorders,20,195,10.3
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Hypertension,Vascular disorders,50,407,12.3
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Hypertension,Vascular disorders,51,409,12.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Arthralgia,Musculoskeletal and connective tissue disorders,12,410,2.9
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Arthralgia,Musculoskeletal and connective tissue disorders,14,409,3.4
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Arthralgia,Musculoskeletal and connective tissue disorders,10,411,2.4
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,21,197,10.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,18,195,9.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,40,407,9.8
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Arthralgia,Musculoskeletal and connective tissue disorders,60,409,14.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Sinusitis,Infections and infestations,4,410,1.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Sinusitis,Infections and infestations,3,409,0.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Sinusitis,Infections and infestations,5,411,1.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Sinusitis,Infections and infestations,25,197,12.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Sinusitis,Infections and infestations,16,195,8.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Sinusitis,Infections and infestations,29,407,7.1
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Sinusitis,Infections and infestations,53,409,13.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Influenza,Infections and infestations,2,410,0.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Influenza,Infections and infestations,3,409,0.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Influenza,Infections and infestations,4,411,1.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Influenza,Infections and infestations,25,197,12.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Influenza,Infections and infestations,19,195,9.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Influenza,Infections and infestations,42,407,10.3
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Influenza,Infections and infestations,48,409,11.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Back pain,Musculoskeletal and connective tissue disorders,7,410,1.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Back pain,Musculoskeletal and connective tissue disorders,3,409,0.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Back pain,Musculoskeletal and connective tissue disorders,7,411,1.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,22,197,11.2
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,23,195,11.8
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,51,407,12.5
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Back pain,Musculoskeletal and connective tissue disorders,45,409,11.0
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo (CP),Headache,Nervous system disorders,17,410,4.1
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (CP),Headache,Nervous system disorders,19,409,4.6
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (CP),Headache,Nervous system disorders,19,411,4.6
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 45 mg (After CP),Headache,Nervous system disorders,21,197,10.7
NCT00307437,Ustekinumab,,most_common_adverse_events,Placebo -> Ustekinumab 90 mg (After CP),Headache,Nervous system disorders,21,195,10.8
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 45 mg (After CP),Headache,Nervous system disorders,43,407,10.6
NCT00307437,Ustekinumab,,most_common_adverse_events,Ustekinumab 90 mg (After CP),Headache,Nervous system disorders,51,409,12.5
NCT00979745,Afamelanotide,,serious_adverse_event_rate,Experimental: Afamelanotide,,,0,38,0.0
NCT00979745,Afamelanotide,,serious_adverse_event_rate,Placebo,,,0,36,0.0
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Headache,Nervous system disorders,7,38,18.4
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Headache,Nervous system disorders,7,36,19.4
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Nausea,Gastrointestinal disorders,6,38,15.8
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Nausea,Gastrointestinal disorders,3,36,8.3
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Implant site discolouration,General disorders,4,38,10.5
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Implant site discolouration,General disorders,0,36,0.0
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Gamma-glutamyltransferase increased,Investigations,0,38,0.0
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Gamma-glutamyltransferase increased,Investigations,3,36,8.3
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Pigmentation disorder,Skin and subcutaneous tissue disorders,3,38,7.9
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Pigmentation disorder,Skin and subcutaneous tissue disorders,0,36,0.0
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Blood urine present,Investigations,2,38,5.3
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Blood urine present,Investigations,2,36,5.6
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Abdominal pain,Gastrointestinal disorders,2,38,5.3
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Abdominal pain,Gastrointestinal disorders,0,36,0.0
NCT00979745,Afamelanotide,,most_common_adverse_events,Experimental: Afamelanotide,Dizziness,"Pregnancy, puerperium and perinatal conditions",2,38,5.3
NCT00979745,Afamelanotide,,most_common_adverse_events,Placebo,Dizziness,"Pregnancy, puerperium and perinatal conditions",0,36,0.0
NCT01194219,Apremilast,ESTEEM 1,serious_adverse_event_rate,Placebo (Placebo-Controlled Phase) Weeks 0-16,,,8,282,2.8
NCT01194219,Apremilast,ESTEEM 1,serious_adverse_event_rate,Apremilast (Placebo-Controlled Phase) Weeks 0-16,,,12,560,2.1
NCT01194219,Apremilast,ESTEEM 1,serious_adverse_event_rate,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,,,2,77,2.6
NCT01194219,Apremilast,ESTEEM 1,serious_adverse_event_rate,Apremilast (Apremilast Exposure Period) Weeks 0-260,,,74,804,9.2
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Apremilast,,,23,562,4.1
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Placebo,,,5,282,1.8
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Apremilast-Apremilast,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Placebo-Apremilast,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,APR-APR-Re-randomized to PBO,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,APR-APR-Re-randomized to APR,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,APR-APR-APR + Optional Topicals/UVB,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,PBO-APR-APR + Optional Topicals/ UVB,,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Apremilast (Long-term Extension),,,0,0,
NCT01194219,Apremilast,ESTEEM 1,discontinuation_due_to_ae_rate,Placebo-Apremilast (Long-term Extension),,,0,0,
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Upper respiratory tract infection,Infections and infestations,21,282,7.4
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Upper respiratory tract infection,Infections and infestations,57,560,10.2
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Upper respiratory tract infection,Infections and infestations,2,77,2.6
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Upper respiratory tract infection,Infections and infestations,183,804,22.8
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Diarrhoea,Gastrointestinal disorders,20,282,7.1
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Diarrhoea,Gastrointestinal disorders,105,560,18.8
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Diarrhoea,Gastrointestinal disorders,0,77,0.0
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Diarrhoea,Gastrointestinal disorders,163,804,20.3
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Nasopharyngitis,Infections and infestations,23,282,8.2
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Nasopharyngitis,Infections and infestations,41,560,7.3
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Nasopharyngitis,Infections and infestations,3,77,3.9
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Nasopharyngitis,Infections and infestations,131,804,16.3
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Nausea,Gastrointestinal disorders,19,282,6.7
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Nausea,Gastrointestinal disorders,88,560,15.7
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Nausea,Gastrointestinal disorders,0,77,0.0
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Nausea,Gastrointestinal disorders,130,804,16.2
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Tension headache,Nervous system disorders,12,282,4.3
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Tension headache,Nervous system disorders,41,560,7.3
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Tension headache,Nervous system disorders,2,77,2.6
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Tension headache,Nervous system disorders,84,804,10.4
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Headache,Nervous system disorders,13,282,4.6
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Placebo-Controlled Phase) Weeks 0-16,Headache,Nervous system disorders,31,560,5.5
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,APR-APR-PBO Randomized Withdrawal Phase Weeks 32-52,Headache,Nervous system disorders,0,77,0.0
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Apremilast (Apremilast Exposure Period) Weeks 0-260,Headache,Nervous system disorders,62,804,7.7
NCT01194219,Apremilast,ESTEEM 1,most_common_adverse_events,Placebo (Placebo-Controlled Phase) Weeks 0-16,Hypertension,Vascular disorders,7,282,2.5
