nct_id,drug,trial_name,rank,position,measure_type,scale,scale_component,scale_variant,baseline_reference,timepoints,through,analysis_population,subgroup_labels,study_period,event_type,criterion_index,criterion_role,criterion_scale,criterion_scale_component,criterion_scale_variant,criterion_metric,criterion_comparator,criterion_value,criterion_unit,criterion_scale_min,criterion_scale_max,criterion_assessed_at,verbatim
NCT03349060,Abrocitinib,JADE Mono-1,secondary,35,change_from_baseline,EQ-5D-5L,Index,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in EuroQol Quality of Life 5-Dimension 5-Level Scale (EQ-5D-5L): Index Value at Week 2, 4, 8 and 12"
NCT03349060,Abrocitinib,JADE Mono-1,secondary,36,change_from_baseline,EQ-5D-5L,VAS,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in EuroQol Quality of Life 5-Dimension 5-Level Scale (EQ-5D-5L)- Visual Analogue Scale Score at Week 2, 4, 8 and 12"
NCT03349060,Abrocitinib,JADE Mono-1,secondary,37,change_from_baseline,EQ-5D-Y,Index,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in EuroQol Quality of Life 5-Dimension Youth Scale (EQ-5D-Y): Index Value at Week 2, 4, 8 and 12"
NCT03349060,Abrocitinib,JADE Mono-1,secondary,38,change_from_baseline,EQ-5D-Y,VAS,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in EuroQol Quality of Life 5-Dimension Youth Scale (EQ-5D-Y): Visual Analogue Scale Score at Week 2, 4, 8 and 12"
NCT03349060,Abrocitinib,JADE Mono-1,secondary,39,change_from_baseline,FACIT-F,,,baseline,12w,,,,,,0,,,,,,,,,,,,Change From Baseline in Functional Assessment of Chronic Illness Therapy Fatigue Scale (FACIT-F) at Week 12
NCT03349060,Abrocitinib,JADE Mono-1,secondary,40,change_from_baseline,Peds-FACIT-F,,,baseline,12w,,,,,,0,,,,,,,,,,,,Change From Baseline in Pediatric Functional Assessment of Chronic Illness Therapy Fatigue Scale (Peds-FACIT-F) at Week 12
NCT03349060,Abrocitinib,JADE Mono-1,secondary,41,change_from_baseline,SF-36v2,Physical Component Summary,,baseline,12w,,,,,,0,,,,,,,,,,,,Change From Baseline in Short Form-36v2 (SF-36v2) Acute Summary Score at Week 12: Physical Component Summary
NCT03349060,Abrocitinib,JADE Mono-1,secondary,42,change_from_baseline,SF-36v2,Mental Component Summary,,baseline,12w,,,,,,0,,,,,,,,,,,,Change From Baseline in Short Form-36v2 Acute Summary Score at Week 12: Mental Component Summary
NCT03349060,Abrocitinib,JADE Mono-1,secondary,43,pharmacokinetics,,,,,,,,,,plasma_concentration,0,,,,,,,,,,,,Plasma Concentration Versus Time Summary of PF-04965842
NCT03363854,Tralokinumab,,primary,1,responder_rate,IGA,,,,16w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Participants With Investigator's Global Assessment (IGA) Score of 0 (Clear) or 1 (Almost Clear) at Week 16 (Time frame: Week 16)
NCT03363854,Tralokinumab,,secondary,1,responder_rate,Pruritus NRS,,worst_daily_weekly_average,baseline,16w,,,,,,1,responder,Pruritus NRS,,worst_daily_weekly_average,point_reduction_from_baseline,>=,4,points,,,,Reduction of Worst Daily Pruritus Numeric Rating Scale (NRS) (Weekly Average) of at Least 4 From Baseline to Week 16
NCT03363854,Tralokinumab,,secondary,2,change_from_baseline,SCORAD,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change in Scoring Atopic Dermatitis (SCORAD) From Baseline to Week 16
NCT03363854,Tralokinumab,,secondary,3,change_from_baseline,DLQI,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change in Dermatology Life Quality Index (DLQI) Score From Baseline to Week 16
NCT03363854,Tralokinumab,,secondary,4,immunogenicity,,,,,,,,,,anti_drug_antibodies,0,,,,,,,,,,,,Frequency of Anti-drug Antibodies (ADA)
NCT03363854,Tralokinumab,,secondary,5,drug_usage,,,,,,16w,,,,TCS_use,0,,,,,,,,,,,,Amount of Topical Corticosteroid (TCS) Used Through Week 16 Assuming no TCS Used From the Non-returned Tubes
NCT03363854,Tralokinumab,,secondary,6,drug_usage,,,,,,16w,,,,TCS_use,0,,,,,,,,,,,,Amount of Topical Corticosteroid (TCS) Used Through Week 16 Assuming All TCS Used From the Non-returned Tubes
NCT03363854,Tralokinumab,,secondary,7,count,,,,,,16w,,,,flare,0,,,,,,,,,,,,Number of Atopic Dermatitis Flares Through Week 16
NCT03363854,Tralokinumab,,secondary,8,count,,,,baseline,16w,,,,,topical_medication_free_days,0,,,,,,,,,,,,Number of Days Without Topical Treatment Use From Baseline to Week 16
NCT03363854,Tralokinumab,,secondary,9,responder_rate,EASI,,,,16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,50,percent,,,,Participants Achieving at Least 50% Reduction in Eczema Area and Severity Index (EASI) at Week 16
NCT03363854,Tralokinumab,,secondary,10,responder_rate,EASI,,,,16w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Participants Achieving at Least 90% Reduction in Eczema Area and Severity Index (EASI) at Week 16
NCT03363854,Tralokinumab,,secondary,11,change_from_baseline,EASI,,,baseline,16w,,,,,,0,,,,,,,,,,,,Change From Baseline to Week 16 in Eczema Area and Severity Index (EASI) Score
NCT03363854,Tralokinumab,,secondary,12,responder_rate,SCORAD,,,,16w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,50,percent,,,,Participants Achieving at Least 50% Reduction in Scoring Atopic Dermatitis (SCORAD) at Week 16
NCT03363854,Tralokinumab,,secondary,13,responder_rate,SCORAD,,,,16w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,75,percent,,,,Participants Achieving at Least 75% Reduction in Scoring Atopic Dermatitis (SCORAD) at Week 16
NCT03363854,Tralokinumab,,secondary,14,change_from_baseline,Pruritus NRS,,worst_daily_weekly_average,baseline,16w,,,,,,0,,,,,,,,,,,,Change From Baseline to Week 16 in Worst Daily Pruritus Numeric Rating Scale (NRS) (Weekly Average)
NCT03363854,Tralokinumab,,secondary,15,responder_rate,DLQI,,,baseline,16w,,,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Reduction From Baseline to Week 16 of Dermatology Life Quality Index (DLQI) of at Least 4 Points Among Participants With Baseline DLQI ≥4
NCT03363854,Tralokinumab,,secondary,15,responder_rate,DLQI,,,baseline,16w,,,,,,2,subgroup,DLQI,,,absolute_score,>=,4,score,,,"[""baseline""]",Reduction From Baseline to Week 16 of Dermatology Life Quality Index (DLQI) of at Least 4 Points Among Participants With Baseline DLQI ≥4
NCT03363854,Tralokinumab,,secondary,16,responder_rate,IGA,,,,32w;16w,,,initially_randomized_to_active,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,Participants With Investigator's Global Assessment (IGA) Score of 0 (Clear) or 1 (Almost Clear) at Week 32 Among Participants With IGA Score of 0 or 1 at Week 16 After Initial Randomisation to Tralokinumab
NCT03363854,Tralokinumab,,secondary,16,responder_rate,IGA,,,,32w;16w,,,initially_randomized_to_active,,,2,subgroup,IGA,,,absolute_score,in,"[0, 1]",score,,,"[""week_16""]",Participants With Investigator's Global Assessment (IGA) Score of 0 (Clear) or 1 (Almost Clear) at Week 32 Among Participants With IGA Score of 0 or 1 at Week 16 After Initial Randomisation to Tralokinumab
NCT03363854,Tralokinumab,,secondary,17,responder_rate,EASI,,,,32w;16w,,,initially_randomized_to_active,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Participants Achieving at Least 75% Reduction in Eczema Area and Severity Index (EASI) at Week 32 Among Participants Who Had Achieved at Least 75% Reduction in EASI at Week 16 After Initial Randomisation to Tralokinumab
NCT03363854,Tralokinumab,,secondary,17,responder_rate,EASI,,,,32w;16w,,,initially_randomized_to_active,,,2,subgroup,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,"[""week_16""]",Participants Achieving at Least 75% Reduction in Eczema Area and Severity Index (EASI) at Week 32 Among Participants Who Had Achieved at Least 75% Reduction in EASI at Week 16 After Initial Randomisation to Tralokinumab
NCT03568318,Upadacitinib,AD Up,primary,1,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving at Least a 75% Reduction in Eczema Area and Severity Index Score (EASI 75) From Baseline at Week 16 (Time frame: Baseline and Week 16)
NCT03568318,Upadacitinib,AD Up,secondary,1,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus Numerical Rating Scale (NRS) at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,2,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Main Study: Percentage of Participants Achieving a 90% Reduction From Baseline in EASI Score (EASI 90) at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,3,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,4,responder_rate,EASI,,,,4w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving an EASI 75 Response at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,5,responder_rate,EASI,,,,2w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03568318,Upadacitinib,AD Up,secondary,6,responder_rate,EASI,,,,4w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Main Study: Percentage of Participants Achieving an EASI 90 Response at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,7,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Main Study: Percentage of Participants Achieving a 100% Reduction From Baseline in EASI Score (EASI 100) at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,8,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03568318,Upadacitinib,AD Up,secondary,9,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,10,percent_change_from_baseline,EASI,,,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in EASI Score at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,11,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,12,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,1,responder,vIGA-AD,,,absolute_score,in,"[0, 1]",score,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,12,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,2,responder,vIGA-AD,,,point_reduction_from_baseline,>=,2,points,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,13,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,14,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 90 Response at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,15,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,16,responder_rate,EASI,,,,4w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,17,responder_rate,EASI,,,,2w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03568318,Upadacitinib,AD Up,secondary,18,responder_rate,EASI,,,,4w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 90 Response at Week 4
NCT03568318,Upadacitinib,AD Up,secondary,19,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 100 Response at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,20,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03568318,Upadacitinib,AD Up,secondary,21,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03568318,Upadacitinib,AD Up,secondary,22,percent_change_from_baseline,EASI,,,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in EASI Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,primary,1,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving at Least a 75% Reduction in Eczema Area and Severity Index Score (EASI 75) From Baseline at Week 16 (Time frame: Baseline and Week 16)
NCT03569293,Upadacitinib,Measure Up 1,secondary,1,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus Numerical Rating Scale (NRS) at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,2,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Main Study: Percentage of Participants Achieving a 90% Reduction From Baseline in EASI Score (EASI 90) at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,3,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03569293,Upadacitinib,Measure Up 1,secondary,4,responder_rate,EASI,,,,2w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03569293,Upadacitinib,Measure Up 1,secondary,5,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03569293,Upadacitinib,Measure Up 1,secondary,6,responder_rate,Pruritus NRS,,worst_daily,baseline,2d,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 2
NCT03569293,Upadacitinib,Measure Up 1,secondary,7,responder_rate,Pruritus NRS,,worst_daily,baseline,3d,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 3
NCT03569293,Upadacitinib,Measure Up 1,secondary,8,flare_incidence,,,,,,,main_study,,double_blind,flare,0,,,,,,,,,,,,Main Study: Percentage of Participants Experiencing a Flare During the Double-blind Treatment Period
NCT03569293,Upadacitinib,Measure Up 1,secondary,9,responder_rate,ADerm-IS,Sleep domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Sleep domain,,point_reduction_from_baseline,>=,12,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 12 Points From Baseline in Atopic Dermatitis Impact Scale (ADerm-IS) Sleep Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,10,responder_rate,ADerm-SS,Skin Pain,,baseline,16w,,main_study,,,,1,responder,ADerm-SS,Skin Pain,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Atopic Dermatitis Symptom Scale (ADerm-SS) Skin Pain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,11,responder_rate,ADerm-SS,TSS-7,,baseline,16w,,main_study,,,,1,responder,ADerm-SS,TSS-7,,point_reduction_from_baseline,>=,28,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 28 Points From Baseline in ADerm-SS 7-Item Total Symptom Score (TSS-7) at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,12,responder_rate,ADerm-IS,Emotional State domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Emotional State domain,,point_reduction_from_baseline,>=,11,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 11 Points From Baseline in ADerm-IS Emotional State Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,13,responder_rate,ADerm-IS,Daily Activities domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Daily Activities domain,,point_reduction_from_baseline,>=,14,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 14 Points From Baseline in in ADerm-IS Daily Activities Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,14,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Main Study: Percentage of Participants Achieving a 100% Reduction From Baseline in EASI Score (EASI 100) at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,15,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,16,percent_change_from_baseline,EASI,,,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in EASI Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,17,responder_rate,POEM,Total,,baseline,16w,,main_study,,,,1,responder,POEM,Total,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Patient Oriented Eczema Measure (POEM) Total Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,18,responder_rate,DLQI,,,baseline,16w,,main_study,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Dermatology Life Quality Index (DLQI) at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,19,percent_change_from_baseline,SCORAD,,,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,20,responder_rate,HADS,Anxiety,,,16w,,main_study,,,,1,responder,HADS,Anxiety,,absolute_score,<,8,score,,,,Main Study: Percentage of Participants Achieving a Hospital Anxiety and Depression Scale-Anxiety (HADS-A) Score and Hospital Anxiety and Depression Scale-Depression (HADS-D) Score of < 8 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,20,responder_rate,HADS,Anxiety,,,16w,,main_study,,,,2,responder,HADS,Depression,,absolute_score,<,8,score,,,,Main Study: Percentage of Participants Achieving a Hospital Anxiety and Depression Scale-Anxiety (HADS-A) Score and Hospital Anxiety and Depression Scale-Depression (HADS-D) Score of < 8 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,21,responder_rate,DLQI,,,,16w,,main_study,,,,1,responder,DLQI,,,absolute_score,in,"[0, 1]",score,,,,Main Study: Percentage of Participants Achieving a DLQI Score of 0 or 1 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,22,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,23,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,1,responder,vIGA-AD,,,absolute_score,in,"[0, 1]",score,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,23,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,2,responder,vIGA-AD,,,point_reduction_from_baseline,>=,2,points,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,24,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,25,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 90 Response at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,26,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03569293,Upadacitinib,Measure Up 1,secondary,27,responder_rate,EASI,,,,2w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03569293,Upadacitinib,Measure Up 1,secondary,28,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03569293,Upadacitinib,Measure Up 1,secondary,29,responder_rate,Pruritus NRS,,worst_daily,baseline,2d,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 2
NCT03569293,Upadacitinib,Measure Up 1,secondary,30,responder_rate,Pruritus NRS,,worst_daily,baseline,3d,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 3
NCT03569293,Upadacitinib,Measure Up 1,secondary,31,flare_incidence,,,,,,,adolescents,,double_blind,flare,0,,,,,,,,,,,,Adolescents: Percentage of Participants Experiencing a Flare During the Double-blind Treatment Period
NCT03569293,Upadacitinib,Measure Up 1,secondary,32,responder_rate,ADerm-IS,Sleep domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Sleep domain,,point_reduction_from_baseline,>=,12,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 12 Points From Baseline in ADerm-IS Sleep Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,33,responder_rate,ADerm-SS,Skin Pain,,baseline,16w,,adolescents,,,,1,responder,ADerm-SS,Skin Pain,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in ADerm-SS Skin Pain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,34,responder_rate,ADerm-SS,TSS-7,,baseline,16w,,adolescents,,,,1,responder,ADerm-SS,TSS-7,,point_reduction_from_baseline,>=,28,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 28 Points From Baseline in ADerm-SS TSS-7 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,35,responder_rate,ADerm-IS,Emotional State domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Emotional State domain,,point_reduction_from_baseline,>=,11,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 11 Points From Baseline in ADerm-IS Emotional State Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,36,responder_rate,ADerm-IS,Daily Activities domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Daily Activities domain,,point_reduction_from_baseline,>=,14,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 14 Points From Baseline in ADerm-IS Daily Activities Domain Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,37,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 100 Response at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,38,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,39,percent_change_from_baseline,EASI,,,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in EASI Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,40,responder_rate,POEM,Total,,baseline,16w,,adolescents,,,,1,responder,POEM,Total,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in POEM Total Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,41,responder_rate,DLQI,,,baseline,16w,,adolescents,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in DLQI Score at Week 16
