nct_id,drug,trial_name,rank,position,measure_type,scale,scale_component,scale_variant,baseline_reference,timepoints,through,analysis_population,subgroup_labels,study_period,event_type,criterion_index,criterion_role,criterion_scale,criterion_scale_component,criterion_scale_variant,criterion_metric,criterion_comparator,criterion_value,criterion_unit,criterion_scale_min,criterion_scale_max,criterion_assessed_at,verbatim
NCT03569293,Upadacitinib,Measure Up 1,secondary,42,percent_change_from_baseline,SCORAD,,,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in SCORAD Score at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,43,responder_rate,HADS,Anxiety,,,16w,,adolescents,,,,1,responder,HADS,Anxiety,,absolute_score,<,8,score,,,,Adolescents: Percentage of Participants Achieving HADS-A Score and HADS-D Score of < 8 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,43,responder_rate,HADS,Anxiety,,,16w,,adolescents,,,,2,responder,HADS,Depression,,absolute_score,<,8,score,,,,Adolescents: Percentage of Participants Achieving HADS-A Score and HADS-D Score of < 8 at Week 16
NCT03569293,Upadacitinib,Measure Up 1,secondary,44,responder_rate,DLQI,,,,16w,,adolescents,,,,1,responder,DLQI,,,absolute_score,in,"[0, 1]",score,,,,Adolescents: Percentage of Participants Achieving a DLQI Score of 0 or 1 at Week 16
NCT03575871,Abrocitinib,JADE Mono-2,primary,1,responder_rate,IGA,,,baseline,12w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and Greater Than or Equal to (>=) 2 Points Improvement From Baseline at Week 12 (Time frame: Baseline, Week 12)"
NCT03575871,Abrocitinib,JADE Mono-2,primary,1,responder_rate,IGA,,,baseline,12w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and Greater Than or Equal to (>=) 2 Points Improvement From Baseline at Week 12 (Time frame: Baseline, Week 12)"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,1,responder_rate,Pruritus NRS,,severity,baseline,2w;4w;8w;12w,,,,,,1,responder,Pruritus NRS,,severity,point_reduction_from_baseline,>=,4,points,,,,"Percentage of Participants Who Achieved at Least 4-Points Improvement From Baseline in the Numerical Rating Scale (NRS) for Severity of Pruritus at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,2,change_from_baseline,PSAAD,Total,,baseline,12w,,,,,,0,,,,,,,,,,,,Change From Baseline in Pruritus and Symptoms Assessment for Atopic Dermatitis (PSAAD) Total Score at Week 12
NCT03575871,Abrocitinib,JADE Mono-2,secondary,3,time_to_event,Pruritus NRS,,severity,baseline,,,,,,,1,responder,Pruritus NRS,,severity,point_reduction_from_baseline,>=,4,points,,,,Time to Achieve >=4 Points Improvement From Baseline in Numerical Rating Scale (NRS) for Severity of Pruritus
NCT03575871,Abrocitinib,JADE Mono-2,secondary,4,responder_rate,EASI,,,baseline,2w;4w;8w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index Response of >=75% Improvement (EASI-75) From Baseline at Weeks 2, 4 and 8"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,5,responder_rate,IGA,,,baseline,2w;4w;8w,,,,,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and >=2 Points Improvement From Baseline at Weeks 2, 4 and 8"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,5,responder_rate,IGA,,,baseline,2w;4w;8w,,,,,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and >=2 Points Improvement From Baseline at Weeks 2, 4 and 8"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,6,responder_rate,IGA,,,,2w;4w;8w;12w,,,,,,1,responder,IGA,,,absolute_score,in,[0],score,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) at Week 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,7,responder_rate,EASI,,,baseline,2w;4w;8w;12w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index Response of >=50% Improvement (EASI-50) From Baseline at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,8,responder_rate,EASI,,,baseline,2w;4w;8w;12w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index Response of >=90% Improvement (EASI-90) From Baseline at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,9,responder_rate,EASI,,,baseline,2w;4w;8w;12w,,,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index Response of 100% Improvement (EASI-100) From Baseline at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,10,percent_change_from_baseline,EASI,Total,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Percent Change From Baseline in Eczema Area and Severity Index (EASI) Total Score at Week 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,11,change_from_baseline,BSA,,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in the Percentage Body Surface Area (%BSA) Affected at Week 2, 4, 8, and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,12,responder_rate,BSA,,,,2w;4w;8w;12w,,,,,,1,responder,BSA,,,percent_bsa,<,5,percent,,,,"Percentage of Participants With Percentage Body Surface Area (%BSA) (From EASI) < 5% at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,13,responder_rate,SCORAD,,,baseline,2w;4w;8w;12w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants Achieving Scoring Atopic Dermatitis (SCORAD) Response >=50% Improvement From Baseline at Week 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,14,responder_rate,SCORAD,,,baseline,2w;4w;8w;12w,,,,,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants Achieving Scoring Atopic Dermatitis (SCORAD) Response >=75% Improvement From Baseline at Week 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,15,change_from_baseline,SCORAD,VAS Itch,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Visual Analogue Scale (VAS) of Itch at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,16,change_from_baseline,SCORAD,VAS Sleep Loss,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Visual Analogue Scale (VAS) Sleep Loss at Weeks 2, 4, 8 and 12"
NCT03575871,Abrocitinib,JADE Mono-2,secondary,17,percent_change_from_baseline,SCORAD,Total,,baseline,2w;4w;8w;12w,,,,,,0,,,,,,,,,,,,"Percent Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Total Score at Week 2, 4, 8 and 12"
NCT03607422,Upadacitinib,,primary,1,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving at Least a 75% Reduction in Eczema Area and Severity Index Score (EASI 75) From Baseline at Week 16 (Time frame: Baseline and Week 16)
NCT03607422,Upadacitinib,,secondary,1,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus Numerical Rating Scale (NRS) at Week 16
NCT03607422,Upadacitinib,,secondary,2,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Main Study: Percentage of Participants Achieving a 90% Reduction From Baseline in EASI Score (EASI 90) at Week 16
NCT03607422,Upadacitinib,,secondary,3,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03607422,Upadacitinib,,secondary,4,responder_rate,EASI,,,,2w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Main Study: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03607422,Upadacitinib,,secondary,5,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03607422,Upadacitinib,,secondary,6,responder_rate,Pruritus NRS,,worst_daily,baseline,2d,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 2
NCT03607422,Upadacitinib,,secondary,7,responder_rate,Pruritus NRS,,worst_daily,baseline,3d,,main_study,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 3
NCT03607422,Upadacitinib,,secondary,8,flare_incidence,,,,,,,main_study,,double_blind,flare,0,,,,,,,,,,,,Main Study: Percentage of Participants Experiencing a Flare During the Double-blind Treatment Period
NCT03607422,Upadacitinib,,secondary,9,responder_rate,ADerm-IS,Sleep domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Sleep domain,,point_reduction_from_baseline,>=,12,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 12 Points From Baseline in Atopic Dermatitis Impact Scale (ADerm-IS) Sleep Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,10,responder_rate,ADerm-SS,Skin Pain,,baseline,16w,,main_study,,,,1,responder,ADerm-SS,Skin Pain,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Atopic Dermatitis Symptom Scale (ADerm-SS) Skin Pain Score at Week 16
NCT03607422,Upadacitinib,,secondary,11,responder_rate,ADerm-SS,TSS-7,,baseline,16w,,main_study,,,,1,responder,ADerm-SS,TSS-7,,point_reduction_from_baseline,>=,28,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 28 Points From Baseline in ADerm-SS 7-Item Total Symptom Score (TSS-7) at Week 16
NCT03607422,Upadacitinib,,secondary,12,responder_rate,ADerm-IS,Emotional State domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Emotional State domain,,point_reduction_from_baseline,>=,11,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 11 Points From Baseline in ADerm-IS Emotional State Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,13,responder_rate,ADerm-IS,Daily Activities domain,,baseline,16w,,main_study,,,,1,responder,ADerm-IS,Daily Activities domain,,point_reduction_from_baseline,>=,14,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 14 Points From Baseline in ADerm-IS Daily Activities Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,14,responder_rate,EASI,,,baseline,16w,,main_study,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Main Study: Percentage of Participants Achieving a 100% Reduction From Baseline in EASI Score (EASI 100) at Week 16
NCT03607422,Upadacitinib,,secondary,15,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03607422,Upadacitinib,,secondary,16,percent_change_from_baseline,EASI,,,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in EASI Score at Week 16
NCT03607422,Upadacitinib,,secondary,17,responder_rate,POEM,Total,,baseline,16w,,main_study,,,,1,responder,POEM,Total,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Patient Oriented Eczema Measure (POEM) Total Score at Week 16
NCT03607422,Upadacitinib,,secondary,18,responder_rate,DLQI,,,baseline,16w,,main_study,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Main Study: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Dermatology Life Quality Index (DLQI) at Week 16
NCT03607422,Upadacitinib,,secondary,19,percent_change_from_baseline,SCORAD,,,baseline,16w,,main_study,,,,0,,,,,,,,,,,,Main Study: Percent Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Score at Week 16
NCT03607422,Upadacitinib,,secondary,20,responder_rate,HADS,Anxiety,,,16w,,main_study,,,,1,responder,HADS,Anxiety,,absolute_score,<,8,score,,,,Main Study: Percentage of Participants Achieving a Hospital Anxiety and Depression Scale-Anxiety (HADS-A) Score and Hospital Anxiety and Depression Scale-Depression (HADS-D) Score of < 8 at Week 16
NCT03607422,Upadacitinib,,secondary,20,responder_rate,HADS,Anxiety,,,16w,,main_study,,,,2,responder,HADS,Depression,,absolute_score,<,8,score,,,,Main Study: Percentage of Participants Achieving a Hospital Anxiety and Depression Scale-Anxiety (HADS-A) Score and Hospital Anxiety and Depression Scale-Depression (HADS-D) Score of < 8 at Week 16
NCT03607422,Upadacitinib,,secondary,21,responder_rate,DLQI,,,,16w,,main_study,,,,1,responder,DLQI,,,absolute_score,in,"[0, 1]",score,,,,Main Study: Percentage of Participants Achieving a DLQI Score of 0 or 1 at Week 16
NCT03607422,Upadacitinib,,secondary,22,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 16
NCT03607422,Upadacitinib,,secondary,23,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,1,responder,vIGA-AD,,,absolute_score,in,"[0, 1]",score,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03607422,Upadacitinib,,secondary,23,responder_rate,vIGA-AD,,,baseline,16w,,adolescents,,,,2,responder,vIGA-AD,,,point_reduction_from_baseline,>=,2,points,,,,Adolescents: Percentage of Participants Achieving a vIGA-AD of 0 or 1 With a Reduction From Baseline of ≥ 2 Points at Week 16
NCT03607422,Upadacitinib,,secondary,24,responder_rate,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 16
NCT03607422,Upadacitinib,,secondary,25,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 90 Response at Week 16
NCT03607422,Upadacitinib,,secondary,26,responder_rate,Pruritus NRS,,worst_daily,baseline,4w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 4
NCT03607422,Upadacitinib,,secondary,27,responder_rate,EASI,,,,2w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 75 Response at Week 2
NCT03607422,Upadacitinib,,secondary,28,responder_rate,Pruritus NRS,,worst_daily,baseline,1w,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Week 1
NCT03607422,Upadacitinib,,secondary,29,responder_rate,Pruritus NRS,,worst_daily,baseline,2d,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 2
NCT03607422,Upadacitinib,,secondary,30,responder_rate,Pruritus NRS,,worst_daily,baseline,3d,,adolescents,,,,1,responder,Pruritus NRS,,worst_daily,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in Worst Pruritus NRS at Day 3
NCT03607422,Upadacitinib,,secondary,31,flare_incidence,,,,,,,adolescents,,double_blind,flare,0,,,,,,,,,,,,Adolescents: Percentage of Participants Experiencing a Flare During the Double-blind Treatment Period
NCT03607422,Upadacitinib,,secondary,32,responder_rate,ADerm-IS,Sleep domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Sleep domain,,point_reduction_from_baseline,>=,12,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 12 Points From Baseline in ADerm-IS Sleep Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,33,responder_rate,ADerm-SS,Skin Pain,,baseline,16w,,adolescents,,,,1,responder,ADerm-SS,Skin Pain,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in ADerm-SS Skin Pain Score at Week 16
NCT03607422,Upadacitinib,,secondary,34,responder_rate,ADerm-SS,TSS-7,,baseline,16w,,adolescents,,,,1,responder,ADerm-SS,TSS-7,,point_reduction_from_baseline,>=,28,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 28 Points From Baseline in ADerm-SS TSS-7 at Week 16
NCT03607422,Upadacitinib,,secondary,35,responder_rate,ADerm-IS,Emotional State domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Emotional State domain,,point_reduction_from_baseline,>=,11,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 11 Points From Baseline in ADerm-IS Emotional State Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,36,responder_rate,ADerm-IS,Daily Activities domain,,baseline,16w,,adolescents,,,,1,responder,ADerm-IS,Daily Activities domain,,point_reduction_from_baseline,>=,14,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 14 Points From Baseline in ADerm-IS Daily Activities Domain Score at Week 16
NCT03607422,Upadacitinib,,secondary,37,responder_rate,EASI,,,,16w,,adolescents,,,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,Adolescents: Percentage of Participants Achieving an EASI 100 Response at Week 16
NCT03607422,Upadacitinib,,secondary,38,percent_change_from_baseline,Pruritus NRS,,worst_daily,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in Worst Pruritus NRS at Week 16
NCT03607422,Upadacitinib,,secondary,39,percent_change_from_baseline,EASI,,,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in EASI Score at Week 16
NCT03607422,Upadacitinib,,secondary,40,responder_rate,POEM,Total,,baseline,16w,,adolescents,,,,1,responder,POEM,Total,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in POEM Total Score at Week 16
NCT03607422,Upadacitinib,,secondary,41,responder_rate,DLQI,,,baseline,16w,,adolescents,,,,1,responder,DLQI,,,point_reduction_from_baseline,>=,4,points,,,,Adolescents: Percentage of Participants Achieving a Reduction of ≥ 4 Points From Baseline in DLQI Score at Week 16
NCT03607422,Upadacitinib,,secondary,42,percent_change_from_baseline,SCORAD,,,baseline,16w,,adolescents,,,,0,,,,,,,,,,,,Adolescents: Percent Change From Baseline in SCORAD Score at Week 16
NCT03607422,Upadacitinib,,secondary,43,responder_rate,HADS,Anxiety,,,16w,,adolescents,,,,1,responder,HADS,Anxiety,,absolute_score,<,8,score,,,,Adolescents: Percentage of Participants Achieving HADS-A Score and HADS-D Score of < 8 at Week 16
NCT03607422,Upadacitinib,,secondary,43,responder_rate,HADS,Anxiety,,,16w,,adolescents,,,,2,responder,HADS,Depression,,absolute_score,<,8,score,,,,Adolescents: Percentage of Participants Achieving HADS-A Score and HADS-D Score of < 8 at Week 16
NCT03607422,Upadacitinib,,secondary,44,responder_rate,DLQI,,,,16w,,adolescents,,,,1,responder,DLQI,,,absolute_score,in,"[0, 1]",score,,,,Adolescents: Percentage of Participants Achieving a DLQI Score of 0 or 1 at Week 16
NCT03627767,Abrocitinib,,primary,1,loss_of_response,,,,,1d,40w,,,double_blind,,0,,,,,,,,,,,,Percentage of Participants With Loss of Response: Double-blind (DB) Period (Time frame: From Day 1 of up to Week 40 of double blind period)
NCT03627767,Abrocitinib,,secondary,1,time_to_event,IGA,,,,,,,,double_blind,,1,responder,IGA,,,absolute_score,>=,2,score,,,,Time to First Loss of Response Based on Investigator's Global Assessment (IGA) Score of 2 or Higher: Double-blind Period
NCT03627767,Abrocitinib,,secondary,2,responder_rate,IGA,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and a Reduction of Greater Than or Equal to (>=) 2 Points From Baseline at Weeks 12, 16, 28, 40, and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,2,responder_rate,IGA,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving Investigator's Global Assessment (IGA) Response of Clear (0) or Almost Clear (1) and a Reduction of Greater Than or Equal to (>=) 2 Points From Baseline at Weeks 12, 16, 28, 40, and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,3,responder_rate,EASI,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,EASI,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index (EASI) Response >=50% Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,4,responder_rate,EASI,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,EASI,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index (EASI) Response >=75% Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,5,responder_rate,EASI,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,EASI,,,percent_improvement_from_baseline,>=,90,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index (EASI) Response >=90% Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,6,responder_rate,EASI,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,EASI,,,percent_improvement_from_baseline,>=,100,percent,,,,"Percentage of Participants Achieving Eczema Area and Severity Index (EASI) Response >=100% Improvement From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,7,responder_rate,Pruritus NRS,,severity,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,Pruritus NRS,,severity,point_reduction_from_baseline,>=,4,points,,,,"Percentage of Participants With Greater Than or Equal 4 Points Improvement in the Numerical Rating Scale (NRS) for Severity of Pruritus From Baseline at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,8,percent_change_from_baseline,BSA,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Percent Change From Baseline in Body Surface Area (BSA) at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,9,percent_change_from_baseline,SCORAD,Total,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Percent Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Total Score at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,10,change_from_baseline,SCORAD,VAS Itch and Sleep Loss,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,0,,,,,,,,,,,,"Change From Baseline in Scoring Atopic Dermatitis (SCORAD) Visual Analogue Scale (VAS) of Itch and Sleep Loss at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,11,responder_rate,SCORAD,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,50,percent,,,,"Percentage of Participants With >=50% Improvement From Baseline in Scoring Atopic Dermatitis (SCORAD) Response at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,12,responder_rate,SCORAD,,,baseline,12w;16w;28w;40w;52w,,,,double_blind,,1,responder,SCORAD,,,percent_improvement_from_baseline,>=,75,percent,,,,"Percentage of Participants With >=75% Improvement From Baseline in Scoring Atopic Dermatitis (SCORAD) Response at Weeks 12, 16, 28, 40 and 52: Double-blind Period"
NCT03627767,Abrocitinib,,secondary,13,responder_rate,IGA,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,1,responder,IGA,,,absolute_score,in,"[0, 1]",score,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and Greater Than or Equal to (>=) 2 Points Improvement From Rescue Baseline at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,13,responder_rate,IGA,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,2,responder,IGA,,,point_reduction_from_baseline,>=,2,points,,,,"Percentage of Participants Achieving IGA Response of Clear (0) or Almost Clear (1) and Greater Than or Equal to (>=) 2 Points Improvement From Rescue Baseline at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,14,percent_change_from_baseline,EASI,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,0,,,,,,,,,,,,"Percent Change From Rescue Baseline in Total Eczema Area and Severity Index (EASI) Score at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,15,responder_rate,Pruritus NRS,,peak_daily,rescue_baseline,2w;4w;8w;12w,,,,rescue,,1,responder,Pruritus NRS,,peak_daily,point_reduction_from_baseline,>=,4,points,,,,"Percentage of Participants Achieving Greater Than or Equal to 4 Points Improvement From Rescue Baseline in Peak Pruritus Numeric Rating Scale (PP-NRS) at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
NCT03627767,Abrocitinib,,secondary,16,percent_change_from_baseline,BSA,,,rescue_baseline,2w;4w;8w;12w,,,,rescue,,0,,,,,,,,,,,,"Percent Change From Rescue Baseline in Percent Body Surface Area (BSA) at Rescue Weeks 2, 4, 8 and 12: Rescue Period"
